MF Code,incept_date,schemecode,sdx_returns,sharpex_returns,sotinox_returns,betax_returns,alphax_returns,treynorx_returns,sdy_returns,sharpey_returns,sotinoy_returns,betay_returns,alphay_returns,treynory_returns,rank_sd,rank_sharpe,rank_sotino,rank_beta,rank_alpha,rank_treynor,index_name,s_name,avg_std_dev,avg_sharpe,avg_sotino,avg_beta,avg_alpha,avg_treyno,no_of_funds_total
Bandhan Ultra Short Term Fund-Reg(G),2018-07-18,40482,0.3,14.81,30.13,0.0,4.49,1697.88,0.02,0.93,1.9,0.0,0.02,6.74,20,8,10,21,5,20,NIFTY Ultra Short Duration Debt Index,Bandhan Ultra Short Term Fund-Reg(G),0.29,14.25,29.65,0.0,4.17,3126.09,24
NJ Balanced Advantage Fund-Reg(G),2021-10-29,45927,7.85,3.07,4.54,0.32,23.13,76.58,0.49,0.19,0.29,0.32,0.09,0.3,26,13,14,24,14,11,NIFTY 50 Hybrid Composite Debt 50:50 Index,NJ Balanced Advantage Fund-Reg(G),7.39,2.59,3.98,0.33,18.79,66.11,52
UTI Corporate Bond Fund-Reg(G),2018-08-08,39515,0.79,5.32,9.81,0.08,3.93,52.34,0.05,0.34,0.62,0.08,0.02,0.21,9,6,5,10,8,7,NIFTY Corporate Bond Index,UTI Corporate Bond Fund-Reg(G),0.79,5.23,9.13,0.08,3.79,56.06,21
Baroda BNP Paribas Balanced Advantage Fund-Reg(G),2018-11-14,38263,9.53,2.37,3.37,0.45,21.19,50.35,0.6,0.15,0.21,0.45,0.08,0.2,19,18,18,24,6,20,BSE 200,Baroda BNP Paribas Balanced Advantage Fund-Reg(G),8.49,2.5,3.7,0.75,19.81,58.1,26
HSBC Short Duration Fund-Reg(G),2011-12-27,15772,0.78,4.93,8.95,0.08,3.58,45.54,0.05,0.31,0.56,0.08,0.01,0.18,16,15,17,16,15,18,Nifty Short Duration Debt Index,HSBC Short Duration Fund-Reg(G),0.75,5.09,8.81,0.08,3.48,283.0,26
Tata Mid Cap Growth Fund-Reg(G),1994-07-01,3237,15.93,2.82,3.99,0.92,27.14,48.89,1.0,0.18,0.25,0.92,0.11,0.19,23,22,26,20,12,18,Nifty Midcap 150 - TRI,Tata Mid Cap Growth Fund-Reg(G),15.22,2.82,4.14,0.88,25.85,48.65,30
Kotak Floating Rate Fund-Reg(G),2019-05-14,42597,0.44,10.7,22.32,0.02,4.69,265.41,0.03,0.67,1.41,0.02,0.02,1.05,4,4,3,4,8,5,NIFTY Ultra Short Duration Debt Index,Kotak Floating Rate Fund-Reg(G),0.64,9.03,18.16,0.04,4.81,577.18,13
Canara Rob Liquid Fund-Reg(G),2008-07-15,5926,0.07,31.12,14.82,0.0,2.09,18254.48,0.0,1.96,0.93,0.0,0.01,72.44,10,9,33,18,15,10,CRISIL Liquid Debt Index,Canara Rob Liquid Fund-Reg(G),0.09,27.68,17.28,0.0,2.25,6474.33,36
Aditya Birla SL MNC Fund-Reg(G),1999-12-27,425,10.86,3.14,5.0,0.58,22.98,59.32,0.68,0.2,0.31,0.58,0.09,0.24,4,2,2,4,1,1,NIFTY MNC - TRI,Aditya Birla SL MNC Fund-Reg(G),10.18,2.65,4.31,0.54,16.64,49.74,5
UTI Dividend Yield Fund-Reg(G),2005-05-03,3454,13.2,3.04,4.7,0.9,22.78,44.76,0.83,0.19,0.3,0.9,0.09,0.18,3,2,2,3,4,3,NIFTY 500 - TRI,UTI Dividend Yield Fund-Reg(G),14.48,2.72,3.98,0.96,20.45,40.76,9
UTI Small Cap Fund-Reg(G),2020-12-22,44511,14.24,2.27,3.32,0.76,17.61,42.59,0.9,0.14,0.21,0.76,0.07,0.17,7,23,23,12,24,24,Nifty Smallcap 250 - TRI,UTI Small Cap Fund-Reg(G),15.05,2.66,3.8,0.79,24.98,51.05,24
Tata Hybrid Equity Fund-Reg(G),1995-10-08,3082,10.03,2.02,2.97,0.44,18.93,46.22,0.63,0.13,0.19,0.44,0.08,0.18,43,47,47,44,26,48,CRISIL Hybrid 35+65 - Aggressive Index,Tata Hybrid Equity Fund-Reg(G),7.39,2.59,3.98,0.33,18.79,66.11,52
DSP Top 100 Equity Fund-Reg(G),2003-03-10,748,11.81,2.5,3.98,0.85,13.0,34.6,0.74,0.16,0.25,0.85,0.05,0.14,6,7,5,6,11,9,BSE 100 - TRI,DSP Top 100 Equity Fund-Reg(G),13.14,2.23,3.38,0.94,11.11,31.2,36
Mahindra Manulife Multi Cap Fund-Reg(G),2017-05-11,36401,17.92,2.28,3.1,1.08,19.81,37.67,1.13,0.14,0.2,1.08,0.08,0.15,33,25,28,33,15,20,Nifty500 Multicap 50:25:25 - TRI,Mahindra Manulife Multi Cap Fund-Reg(G),13.67,2.56,3.79,0.9,17.47,38.98,33
UTI ELSS Tax Saver Fund-Reg(G),2005-08-01,3462,11.93,2.34,3.77,0.84,11.57,33.06,0.75,0.15,0.24,0.84,0.05,0.13,13,41,18,19,43,42,NIFTY 500 - TRI,UTI ELSS Tax Saver Fund-Reg(G),13.47,2.44,3.64,0.88,15.78,37.67,59
Quant Infrastructure Fund(G),2007-08-26,881,22.12,2.74,4.0,1.24,36.51,48.76,1.39,0.17,0.25,1.24,0.14,0.19,19,15,13,19,7,12,Nifty Infrastructure - TRI,Quant Infrastructure Fund(G),18.27,2.97,4.14,1.08,33.24,50.51,19
Nippon India Equity Hybrid Fund(G),2005-06-10,2660,9.93,2.57,3.8,0.42,24.19,60.81,0.63,0.16,0.24,0.42,0.1,0.24,39,30,30,41,13,28,CRISIL Hybrid 35+65 - Aggressive Index,Nippon India Equity Hybrid Fund(G),7.39,2.59,3.98,0.33,18.79,66.11,52
WOC Flexi Cap Fund-Reg(G),2022-08-02,46367,12.95,2.5,3.62,0.89,15.2,36.46,0.82,0.16,0.23,0.89,0.06,0.14,19,16,19,16,18,15,BSE 500 - TRI,WOC Flexi Cap Fund-Reg(G),13.55,2.43,3.62,0.92,15.34,35.98,41
SBI Technology Opp Fund-Reg(G),2013-01-07,19247,14.44,1.53,2.95,0.73,7.91,30.21,0.91,0.1,0.19,0.73,0.03,0.12,2,5,5,2,5,5,BSE TECk Index - TRI,SBI Technology Opp Fund-Reg(G),14.99,1.87,3.62,0.71,13.88,39.23,5
Invesco India Corporate Bond Fund(G),2007-08-02,2158,0.81,5.15,9.14,0.08,3.88,49.34,0.05,0.32,0.58,0.08,0.02,0.2,10,12,10,12,9,9,NIFTY Corporate Bond Index,Invesco India Corporate Bond Fund(G),0.79,5.23,9.13,0.08,3.79,56.06,21
Parag Parikh ELSS Tax Saver Fund-Reg(G),2019-07-24,42577,10.5,2.6,4.06,0.73,13.28,37.67,0.66,0.16,0.26,0.73,0.05,0.15,2,16,10,4,35,29,NIFTY 500 - TRI,Parag Parikh ELSS Tax Saver Fund-Reg(G),13.47,2.44,3.64,0.88,15.78,37.67,59
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund(G),2022-03-29,46532,0.7,5.89,11.0,0.06,3.93,72.2,0.04,0.37,0.69,0.06,0.02,0.29,2,2,5,7,12,7,Nifty AAA CPSE Bond Plus SDL Apr 2027 60:40 Index,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund(G),1.33,3.41,6.63,0.13,3.55,48.3,52
Motilal Oswal ELSS Tax Saver Fund-Reg(G),2015-01-21,31189,15.22,3.02,4.35,0.89,28.75,51.74,0.96,0.19,0.27,0.89,0.11,0.21,48,5,6,30,2,2,NIFTY 500 - TRI,Motilal Oswal ELSS Tax Saver Fund-Reg(G),13.47,2.44,3.64,0.88,15.78,37.67,59
UTI Transportation & Logistics Fund-Reg(G),2004-04-16,3435,14.27,3.29,5.62,0.8,31.55,59.02,0.9,0.21,0.35,0.8,0.13,0.23,3,4,4,3,4,4,Nifty Transportation & Logistics - TRI,UTI Transportation & Logistics Fund-Reg(G),14.16,3.47,5.98,0.68,34.2,63.93,4
Franklin India Feeder - Franklin U.S. Opportunities Fund(G),2012-02-06,16071,16.0,1.86,3.21,0.24,29.11,125.6,1.01,0.12,0.2,0.24,0.12,0.5,34,15,17,12,11,7,Russell 3000 Growth Index,Franklin India Feeder - Franklin U.S. Opportunities Fund(G),15.38,1.08,1.93,0.46,14.04,55.96,56
Kotak Gilt Fund-PF&Trust(G),2003-11-11,2040,2.44,1.88,3.12,0.29,3.68,16.1,0.15,0.12,0.2,0.29,0.01,0.06,26,24,26,25,16,25,Nifty All Duration G-Sec Index,Kotak Gilt Fund-PF&Trust(G),2.07,2.34,4.22,0.24,3.62,20.61,35
Kotak Gilt Fund-Reg(G),1998-12-29,2042,2.44,1.88,3.12,0.29,3.68,16.1,0.15,0.12,0.2,0.29,0.01,0.06,25,23,25,24,15,24,Nifty All Duration G-Sec Index,Kotak Gilt Fund-Reg(G),2.07,2.34,4.22,0.24,3.62,20.61,35
Edelweiss Small Cap Fund-Reg(G),2019-02-07,40559,14.51,2.75,4.04,0.76,25.33,52.87,0.91,0.17,0.25,0.76,0.1,0.21,9,10,7,11,11,8,Nifty Smallcap 250 - TRI,Edelweiss Small Cap Fund-Reg(G),15.05,2.66,3.8,0.79,24.98,51.05,24
Mirae Asset Great Consumer Fund-Reg(G),2011-03-29,14314,10.79,2.74,4.91,0.61,17.77,48.43,0.68,0.17,0.31,0.61,0.07,0.19,6,5,6,8,10,8,Nifty India Consumption - TRI,Mirae Asset Great Consumer Fund-Reg(G),11.17,2.69,4.77,0.62,17.98,48.63,13
Sundaram Large Cap Fund-Reg(G),2020-10-08,44397,12.56,1.89,2.87,0.96,5.19,24.82,0.79,0.12,0.18,0.96,0.02,0.1,13,32,30,20,33,33,NIFTY 100 - TRI,Sundaram Large Cap Fund-Reg(G),13.14,2.23,3.38,0.94,11.11,31.2,36
Aditya Birla SL Multi Asset Allocation Fund-Reg(G),2023-01-31,47416,8.6,2.4,3.69,0.36,19.56,57.3,0.54,0.15,0.23,0.36,0.08,0.23,8,11,11,8,9,10,BSE 200,Aditya Birla SL Multi Asset Allocation Fund-Reg(G),8.58,2.8,4.31,1.23,22.73,69.73,13
Invesco India Multicap Fund(G),2008-03-17,4256,13.6,2.65,3.83,0.86,19.3,41.71,0.86,0.17,0.24,0.86,0.08,0.17,17,15,16,11,16,13,Nifty500 Multicap 50:25:25 - TRI,Invesco India Multicap Fund(G),13.67,2.56,3.79,0.9,17.47,38.98,33
Sundaram Services Fund-Reg(G),2018-09-21,37849,11.94,2.14,3.15,0.83,9.58,30.97,0.75,0.14,0.2,0.83,0.04,0.12,15,39,38,14,42,40,Nifty Services Sector - TRI,Sundaram Services Fund-Reg(G),14.83,2.6,3.92,0.92,20.6,41.25,46
HDFC Nifty 50 ETF,2015-12-09,33325,12.77,1.76,2.75,0.99,4.84,22.81,0.8,0.11,0.17,0.99,0.02,0.09,37,86,86,71,93,97,NIFTY 50 - TRI,HDFC Nifty 50 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
ICICI Pru Regular Savings Fund(G),2004-03-30,1615,2.88,4.02,6.55,0.16,11.09,73.16,0.18,0.25,0.41,0.16,0.04,0.29,3,2,2,4,5,2,NIFTY 50 Hybrid Composite Debt 15:85 Index,ICICI Pru Regular Savings Fund(G),3.42,2.94,4.61,0.2,9.31,54.02,19
Nippon India Multi Asset Fund-Reg(G),2020-08-28,26169,9.18,2.94,4.33,0.4,25.7,67.71,0.58,0.19,0.27,0.4,0.1,0.27,9,6,7,10,5,5,BSE 500 - TRI,Nippon India Multi Asset Fund-Reg(G),8.58,2.8,4.31,1.23,22.73,69.73,13
Kotak Focused Equity Fund-Reg(G),2019-07-16,43968,13.17,2.34,3.49,0.95,12.35,32.48,0.83,0.15,0.22,0.95,0.05,0.13,13,23,21,24,26,26,NIFTY 500 - TRI,Kotak Focused Equity Fund-Reg(G),13.67,2.56,3.79,0.9,17.47,38.98,33
HDFC Banking & Financial Services Fund-Reg(G),2021-07-01,37759,15.39,1.36,1.98,1.08,0.03,19.43,0.97,0.09,0.12,1.08,0.0,0.08,5,6,8,8,9,9,Nifty Financial Services - TRI,HDFC Banking & Financial Services Fund-Reg(G),15.47,1.37,2.01,1.06,0.57,19.95,15
UTI Nifty Bank ETF,2020-09-03,44435,16.4,0.74,1.1,1.13,-8.22,10.66,1.03,0.05,0.07,1.13,-0.03,0.04,90,116,116,118,117,116,NIFTY BANK,UTI Nifty Bank ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Motilal Oswal S&P 500 Index Fund-Reg(G),2020-04-28,44958,11.4,2.03,3.57,0.13,20.54,173.5,0.72,0.13,0.23,0.13,0.08,0.69,2,1,1,1,3,1,S&P 500 - TRI,Motilal Oswal S&P 500 Index Fund-Reg(G),15.3,1.06,1.85,0.24,11.38,86.4,8
ICICI Pru Nifty Bank ETF,2019-07-10,32451,16.4,0.73,1.1,1.13,-8.24,10.63,1.03,0.05,0.07,1.13,-0.03,0.04,92,117,117,120,118,117,NIFTY BANK - TRI,ICICI Pru Nifty Bank ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Edelweiss Nifty PSU Bond Plus SDL Apr 2027 50:50 Index Fund-Reg(G),2021-10-14,45387,0.76,5.3,9.84,0.06,3.81,61.82,0.05,0.33,0.62,0.06,0.02,0.25,6,7,9,9,17,10,Nifty PSU Bond Plus SDL Apr 2027 50:50 Index,Edelweiss Nifty PSU Bond Plus SDL Apr 2027 50:50 Index Fund-Reg(G),1.33,3.41,6.63,0.13,3.55,48.3,52
HDFC Defence Fund-Reg(G),2023-06-02,46585,26.82,3.12,4.27,1.23,59.8,67.89,1.69,0.2,0.27,1.23,0.24,0.27,46,8,12,42,1,1,Nifty India Defence - TRI,HDFC Defence Fund-Reg(G),14.83,2.6,3.92,0.92,20.6,41.25,46
ICICI Pru BSE Liquid Rate ETF,2018-09-25,35122,0.13,18.74,24.17,0.0,2.55,6587.63,0.01,1.18,1.52,0.0,0.01,26.14,3,2,2,2,15,1,BSE Liquid Rate Index,ICICI Pru BSE Liquid Rate ETF,1.28,6.42,10.5,0.21,3.44,729.47,17
Franklin India Equity Advantage Fund(G),2005-03-02,933,12.78,2.4,3.76,0.87,13.78,35.2,0.8,0.15,0.24,0.87,0.05,0.14,7,18,14,7,21,20,NIFTY LargeMidcap 250 - TRI,Franklin India Equity Advantage Fund(G),14.14,2.59,3.77,0.92,18.57,39.45,26
HDFC Hybrid Debt Fund(G),2003-12-26,1298,3.94,3.18,4.58,0.23,11.82,54.41,0.25,0.2,0.29,0.23,0.05,0.22,16,7,10,14,4,8,NIFTY 50 Hybrid Composite Debt 15:85 Index,HDFC Hybrid Debt Fund(G),3.42,2.94,4.61,0.2,9.31,54.02,19
Nippon India Corp Bond Fund(G),2000-09-14,2646,0.83,5.23,9.1,0.08,4.08,56.83,0.05,0.33,0.57,0.08,0.02,0.23,13,9,11,9,4,6,NIFTY Corporate Bond Index,Nippon India Corp Bond Fund(G),0.79,5.23,9.13,0.08,3.79,56.06,21
Kotak India EQ Contra Fund(G),2005-07-27,1973,14.78,2.9,4.24,1.0,23.36,42.79,0.93,0.18,0.27,1.0,0.09,0.17,14,6,5,14,6,8,NIFTY 500 - TRI,Kotak India EQ Contra Fund(G),14.66,2.73,4.02,0.97,21.01,41.19,22
DSP Dynamic Asset Allocation Fund-Reg(G),2014-02-06,25872,5.88,2.81,4.02,0.24,15.75,67.49,0.37,0.18,0.25,0.24,0.06,0.27,2,6,7,1,22,6,CRISIL Hybrid 50+50 - Moderate Index,DSP Dynamic Asset Allocation Fund-Reg(G),8.49,2.5,3.7,0.75,19.81,58.1,26
HSBC Large & Mid Cap Fund-Reg(G),2019-03-28,42701,16.98,2.39,3.28,1.03,20.54,39.31,1.07,0.15,0.21,1.03,0.08,0.16,24,19,20,23,10,13,NIFTY LargeMidcap 250 - TRI,HSBC Large & Mid Cap Fund-Reg(G),14.14,2.59,3.77,0.92,18.57,39.45,26
HSBC Multi Cap Fund-Reg(G),2023-01-30,47272,15.53,3.01,4.29,0.96,28.25,48.84,0.98,0.19,0.27,0.96,0.11,0.19,28,6,8,25,2,3,Nifty500 Multicap 50:25:25 - TRI,HSBC Multi Cap Fund-Reg(G),13.67,2.56,3.79,0.9,17.47,38.98,33
Sundaram Small Cap Fund(G),2005-02-15,3052,14.04,2.69,3.84,0.78,22.65,48.51,0.88,0.17,0.24,0.78,0.09,0.19,6,11,11,14,13,16,Nifty Smallcap 250 - TRI,Sundaram Small Cap Fund(G),15.05,2.66,3.8,0.79,24.98,51.05,24
Nippon India Retirement Fund-Wealth Creation(G),2015-02-11,17164,14.03,2.49,3.58,0.57,33.14,61.77,0.88,0.16,0.23,0.57,0.13,0.25,36,20,25,36,4,12,BSE 500 - TRI,Nippon India Retirement Fund-Wealth Creation(G),8.75,2.57,3.95,0.85,20.29,58.89,38
SBI Dynamic Bond Fund-Reg(G),2004-01-13,2805,1.96,2.22,3.78,0.21,3.7,20.94,0.12,0.14,0.24,0.21,0.01,0.08,15,14,14,12,13,14,CRISIL Dynamic Bond Index,SBI Dynamic Bond Fund-Reg(G),1.82,2.91,5.2,0.19,3.64,117.3,22
SBI Infrastructure Fund-Reg(G),2007-07-06,2743,14.29,3.51,5.13,0.89,32.89,56.25,0.9,0.22,0.32,0.89,0.13,0.22,1,1,1,1,10,3,Nifty Infrastructure - TRI,SBI Infrastructure Fund-Reg(G),18.27,2.97,4.14,1.08,33.24,50.51,19
UTI Large & Mid Cap Fund-Reg(G),2009-05-20,16672,12.96,3.1,4.62,0.89,22.86,45.01,0.82,0.2,0.29,0.89,0.09,0.18,8,4,3,10,5,6,NIFTY LargeMidcap 250 - TRI,UTI Large & Mid Cap Fund-Reg(G),14.14,2.59,3.77,0.92,18.57,39.45,26
SBI PSU Fund-Reg(G),2010-07-07,9252,26.67,2.71,3.75,1.42,44.55,50.65,1.68,0.17,0.24,1.42,0.18,0.2,45,17,23,45,2,7,BSE PSU - TRI,SBI PSU Fund-Reg(G),14.83,2.6,3.92,0.92,20.6,41.25,46
Aditya Birla SL Banking & Financial Services Fund-Reg(G),2013-12-14,24150,15.66,1.3,1.9,1.07,-0.38,19.03,0.99,0.08,0.12,1.07,0.0,0.08,9,10,11,7,10,10,Nifty Financial Services - TRI,Aditya Birla SL Banking & Financial Services Fund-Reg(G),15.47,1.37,2.01,1.06,0.57,19.95,15
HDFC Asset Allocator FoF-Reg(G),2021-05-05,45488,6.62,3.08,4.67,0.34,19.35,60.51,0.42,0.19,0.29,0.34,0.08,0.24,23,16,19,30,26,30,NIFTY 50 Hybrid Composite Debt 65:35 Index,HDFC Asset Allocator FoF-Reg(G),8.71,2.66,4.36,0.46,19.3,63.9,53
ICICI Pru US Bluechip Equity Fund(G),2012-07-06,15655,13.58,0.68,1.17,0.15,6.43,61.89,0.86,0.04,0.07,0.15,0.03,0.25,4,5,5,2,5,5,S&P 500 ,ICICI Pru US Bluechip Equity Fund(G),15.3,1.06,1.85,0.24,11.38,86.4,8
Edelweiss Large & Mid Cap Fund-Reg(G),2007-06-14,1956,14.04,2.43,3.56,0.94,15.85,36.21,0.88,0.15,0.22,0.94,0.06,0.14,12,16,16,13,18,16,NIFTY LargeMidcap 250 - TRI,Edelweiss Large & Mid Cap Fund-Reg(G),14.14,2.59,3.77,0.92,18.57,39.45,26
Union Liquid Fund(G),2011-06-15,14561,0.06,35.99,14.86,0.0,2.07,8984.83,0.0,2.27,0.94,0.0,0.01,35.65,5,4,30,19,21,17,CRISIL Liquid Debt Index,Union Liquid Fund(G),0.09,27.68,17.28,0.0,2.25,6474.33,36
ICICI Pru Constant Maturity Gilt Fund(G),2014-09-12,30426,2.71,1.46,2.48,0.32,2.92,12.2,0.17,0.09,0.16,0.32,0.01,0.05,5,5,5,4,3,5,Crisil 10 Yr Gilt Index,ICICI Pru Constant Maturity Gilt Fund(G),2.67,1.51,2.56,0.32,3.02,12.39,6
Kotak NASDAQ 100 FoF-Reg(G),2021-02-02,45260,16.91,1.96,3.56,0.25,32.23,134.59,1.07,0.12,0.22,0.25,0.13,0.53,41,9,9,15,5,6,Nasdaq-100 - TRI,Kotak NASDAQ 100 FoF-Reg(G),15.38,1.08,1.93,0.46,14.04,55.96,56
DSP Short Term Fund-Reg(G),2002-09-09,729,0.74,4.98,9.06,0.08,3.43,45.64,0.05,0.31,0.57,0.08,0.01,0.18,12,13,16,12,18,17,CRISIL Short Duration Debt Index,DSP Short Term Fund-Reg(G),0.75,5.09,8.81,0.08,3.48,283.0,26
ICICI Pru Bond Fund(G),2008-08-18,6197,1.89,2.4,4.1,0.22,3.83,20.51,0.12,0.15,0.26,0.22,0.02,0.08,43,38,39,44,15,38,CRISIL Medium to Long Term Debt Index,ICICI Pru Bond Fund(G),1.33,3.41,6.63,0.13,3.55,48.3,52
Quant Large & Mid Cap Fund(G),2006-12-11,874,17.71,3.0,4.42,1.04,32.99,51.23,1.12,0.19,0.28,1.04,0.13,0.2,25,5,5,24,1,1,NIFTY LargeMidcap 250 - TRI,Quant Large & Mid Cap Fund(G),14.14,2.59,3.77,0.92,18.57,39.45,26
SBI Nifty 10 yr Benchmark G-Sec ETF,2016-06-10,32455,2.71,1.53,2.6,0.34,3.23,12.3,0.17,0.1,0.16,0.34,0.01,0.05,17,17,17,17,14,16,Nifty 10 yr Benchmark G-Sec,SBI Nifty 10 yr Benchmark G-Sec ETF,1.28,6.42,10.5,0.21,3.44,729.47,17
HSBC Overnight Fund-Reg(G),2019-05-22,42784,0.06,33.21,23.81,0.0,1.92,-18142.46,0.0,2.09,1.5,0.0,0.01,-71.99,24,24,8,3,8,31,Nifty 1D Rate Index,HSBC Overnight Fund-Reg(G),0.04,130.22,16.28,0.0,1.88,15979.3,32
HDFC Long Duration Debt Fund-Reg(G),2023-01-20,45991,3.97,1.4,2.32,0.47,4.08,11.92,0.25,0.09,0.15,0.47,0.02,0.05,19,17,18,18,3,17,NIFTY Long Duration Debt Index,HDFC Long Duration Debt Fund-Reg(G),2.73,1.73,3.05,0.53,3.61,17.49,19
ICICI Pru Transportation and Logistics Fund-Reg(G),2022-10-28,46979,13.59,3.5,5.87,0.75,32.94,63.25,0.86,0.22,0.37,0.75,0.13,0.25,2,3,2,2,3,3,Nifty Transportation & Logistics - TRI,ICICI Pru Transportation and Logistics Fund-Reg(G),14.16,3.47,5.98,0.68,34.2,63.93,4
Tata Multicap Fund-Reg(G),2023-02-02,47480,14.23,1.91,2.64,0.94,9.05,29.06,0.9,0.12,0.17,0.94,0.04,0.12,24,30,31,22,30,30,Nifty500 Multicap 50:25:25 - TRI,Tata Multicap Fund-Reg(G),13.67,2.56,3.79,0.9,17.47,38.98,33
HDFC Business Cycle Fund-Reg(G),2022-11-30,46445,12.39,2.05,3.03,0.89,8.11,28.48,0.78,0.13,0.19,0.89,0.03,0.11,18,42,43,22,45,45,NIFTY 500 - TRI,HDFC Business Cycle Fund-Reg(G),14.83,2.6,3.92,0.92,20.6,41.25,46
HDFC Multi-Asset Fund(G),2005-08-17,1307,6.61,2.88,4.5,0.3,18.09,63.25,0.42,0.18,0.28,0.3,0.07,0.25,3,7,5,4,10,7,NIFTY 50 - TRI,HDFC Multi-Asset Fund(G),8.58,2.8,4.31,1.23,22.73,69.73,13
UTI Balanced Advantage Fund-Reg(G),2023-08-10,48102,,,,,,,,,,,,,,,,,,,NIFTY 50 Hybrid Composite Debt 50:50 Index,UTI Balanced Advantage Fund-Reg(G),8.49,2.5,3.7,0.75,19.81,58.1,26
UTI MNC Fund-Reg(G),1998-10-14,3634,10.42,2.81,4.7,0.56,18.4,52.19,0.66,0.18,0.3,0.56,0.07,0.21,3,3,3,3,3,3,NIFTY MNC - TRI,UTI MNC Fund-Reg(G),10.18,2.65,4.31,0.54,16.64,49.74,5
Tata Multi Asset Opp Fund-Reg(G),2020-03-04,44648,8.59,2.6,3.76,0.34,21.29,65.07,0.54,0.16,0.24,0.34,0.08,0.26,7,10,9,7,8,6,BSE 200,Tata Multi Asset Opp Fund-Reg(G),8.58,2.8,4.31,1.23,22.73,69.73,13
UTI MEPUS,2003-03-28,3617,11.42,2.13,3.45,0.85,7.79,28.5,0.72,0.13,0.22,0.85,0.03,0.11,5,49,36,21,53,53,BSE 100 - TRI,UTI MEPUS,13.47,2.44,3.64,0.88,15.78,37.67,59
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Reg(G),2022-02-11,46390,2.12,1.94,3.74,0.14,3.65,28.73,0.13,0.12,0.24,0.14,0.01,0.11,6,6,5,2,10,3,Nifty SDL Apr 2032 Top 12 Equal Weight Index,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Reg(G),2.73,1.73,3.05,0.53,3.61,17.49,19
ICICI Pru Nifty 100 Low Volatility 30 ETF,2017-07-04,36395,10.52,2.67,4.64,0.67,16.03,41.78,0.66,0.17,0.29,0.67,0.06,0.17,7,46,22,25,62,54,Nifty100 Low Volatility 30 - TRI,ICICI Pru Nifty 100 Low Volatility 30 ETF,15.55,2.05,3.31,1.09,15.7,47.58,129
Mirae Asset Multicap Fund-Reg(G),2023-08-21,48089,,,,,,,,,,,,,,,,,,,Nifty500 Multicap 50:25:25 - TRI,Mirae Asset Multicap Fund-Reg(G),13.67,2.56,3.79,0.9,17.47,38.98,33
Bajaj Finserv Flexi Cap Fund-Reg(G),2023-08-14,48061,,,,,,,,,,,,,,,,,,,BSE 500 - TRI,Bajaj Finserv Flexi Cap Fund-Reg(G),13.55,2.43,3.62,0.92,15.34,35.98,41
LIC MF Large & Midcap Fund-Reg(G),2015-02-25,31950,14.41,2.66,3.85,0.94,20.11,40.75,0.91,0.17,0.24,0.94,0.08,0.16,18,12,13,12,12,11,NIFTY LargeMidcap 250 - TRI,LIC MF Large & Midcap Fund-Reg(G),14.14,2.59,3.77,0.92,18.57,39.45,26
Nippon India ETF Nifty PSU Bank BeES,2007-10-25,3722,30.41,2.09,3.15,1.57,35.51,40.5,1.92,0.13,0.2,1.57,0.14,0.16,126,66,69,128,10,59,NIFTY PSU BANK - TRI,Nippon India ETF Nifty PSU Bank BeES,15.55,2.05,3.31,1.09,15.7,47.58,129
Tata Flexi Cap Fund-Reg(G),2018-09-06,39283,12.22,2.26,3.32,0.83,11.52,33.26,0.77,0.14,0.21,0.83,0.05,0.13,9,27,26,8,30,25,NIFTY 500 - TRI,Tata Flexi Cap Fund-Reg(G),13.55,2.43,3.62,0.92,15.34,35.98,41
Nippon India Silver ETF,2022-02-04,46199,21.64,0.79,1.41,1.1,14.14,15.55,1.36,0.05,0.09,1.1,0.06,0.06,18,20,17,17,18,19,Silver,Nippon India Silver ETF,15.57,1.15,2.03,0.62,14.46,42.92,22
Axis Business Cycles Fund-Reg(G),2023-02-22,47580,14.3,2.31,3.34,0.94,14.77,35.03,0.9,0.15,0.21,0.94,0.06,0.14,28,29,36,31,31,32,NIFTY 500 - TRI,Axis Business Cycles Fund-Reg(G),14.83,2.6,3.92,0.92,20.6,41.25,46
HSBC Ultra Short Duration Fund-Reg(G),2020-01-29,44328,0.3,15.22,30.51,0.0,4.49,2807.18,0.02,0.96,1.92,0.0,0.02,11.14,14,3,7,14,7,14,NIFTY Ultra Short Duration Debt Index,HSBC Ultra Short Duration Fund-Reg(G),0.29,14.25,29.65,0.0,4.17,3126.09,24
DSP Ultra Short Fund-Reg(G),2006-07-31,702,0.31,13.18,30.12,0.0,4.11,6679.61,0.02,0.83,1.9,0.0,0.02,26.51,22,22,11,1,14,1,CRISIL Ultra Short Term Debt Index,DSP Ultra Short Fund-Reg(G),0.29,14.25,29.65,0.0,4.17,3126.09,24
