s_name,classification,schemecode,return_year1,return_year2,return_year3,return_year4,return_year5,return_year6,return_year7,return_year8,return_year9,return_year10,rank_year1,rank_year2,rank_year3,rank_year4,rank_year5,rank_year6,rank_year7,rank_year8,rank_year9,rank_year10,return_month1,return_month2,return_month3,return_month4,return_month5,return_month6,return_month7,return_month8,return_month9,return_month10,rank_month1,rank_month2,rank_month3,rank_month4,rank_month5,rank_month6,rank_month7,rank_month8,rank_month9,rank_month10,return_quarter1,return_quarter2,return_quarter3,return_quarter4,return_quarter5,return_quarter6,return_quarter7,return_quarter8,return_quarter9,return_quarter10,rank_quarter1,rank_quarter2,rank_quarter3,rank_quarter4,rank_quarter5,rank_quarter6,rank_quarter7,rank_quarter8,rank_quarter9,rank_quarter10,avg_year1,avg_year2,avg_year3,avg_year4,avg_year5,avg_year6,avg_year7,avg_year8,avg_year9,avg_year10,avg_month1,avg_month2,avg_month3,avg_month4,avg_month5,avg_month6,avg_month7,avg_month8,avg_month9,avg_month10,avg_quarter1,avg_quarter2,avg_quarter3,avg_quarter4,avg_quarter5,avg_quarter6,avg_quarter7,avg_quarter8,avg_quarter9,avg_quarter10,num_funds_year1,num_funds_year2,num_funds_year3,num_funds_year4,num_funds_year5,num_funds_year6,num_funds_year7,num_funds_year8,num_funds_year9,num_funds_year10,num_funds_month1,num_funds_month2,num_funds_month3,num_funds_month4,num_funds_month5,num_funds_month6,num_funds_month7,num_funds_month8,num_funds_month9,num_funds_month10,num_funds_quater10,num_funds_quater9,num_funds_quater8,num_funds_quater7,num_funds_quater6,num_funds_quater5,num_funds_quater4,num_funds_quater3,num_funds_quater2,num_funds_quater1
DSP Corp Bond Fund-Reg(G),Debt : Corporate Bond,37709,6.49,2.09,3.4,9.39,11.1,-,-,-,-,-,14,19,13,17,4,-,-,-,-,-,0.33,0.71,0.63,0.61,0.81,0.52,0.25,0.43,0.42,0.52,5,11,19,11,1,20,12,7,19,12,1.96,1.6,1.37,2.08,1.29,1.97,1.56,-2.42,1.03,0.79,17,11,14,6,20,1,6,20,3,2,6.73,3.1,3.56,10.54,8.94,6.11,5.55,10.48,7.71,11.16,0.26,0.7,0.73,0.62,0.72,0.58,0.28,0.41,0.5,0.52,2.06,1.58,1.44,2.01,1.54,1.59,1.36,-0.76,0.88,0.61,20,20,18,18,17,-,-,-,-,-,21,21,21,21,21,21,21,21,21,21,19,20,20,20,20,20,21,21,21,21
UTI Focused Fund-Reg(G),Equity : Flexi Cap,45685,28.85,-0.4,-,-,-,-,-,-,-,-,18,17,-,-,-,-,-,-,-,-,3.04,2.47,2.47,-1.21,6.87,6.77,-2.36,1.79,-0.29,2.19,36,5,18,45,21,27,16,23,28,38,3.74,11.41,3.72,15.56,-3.51,-0.61,13.17,-6.34,-5.46,0.26,33,22,39,3,15,35,7,3,29,19,28.36,0.44,33.22,17.62,9.98,-5.03,36.15,4.25,1.92,52.71,4.13,0.86,2.01,1.89,6.8,7.24,-2.54,1.97,0.47,3.77,4.95,11.62,6.35,12.91,-4.01,2.6,11.24,-10.26,-2.27,0.87,39,33,-,-,-,-,-,-,-,-,47,47,47,46,46,45,45,44,43,43,33,33,35,35,39,39,41,43,45,46
ICICI Pru Housing Opp Fund-Reg(G),Equity : Thematic,46546,30.61,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,4.75,1.24,0.69,1.47,9.28,5.76,-2.84,2.92,-0.48,6.26,25,27,48,42,13,51,32,14,33,13,3.44,12.29,8.83,8.47,-1.47,4.9,9.36,-,-,-,42,27,13,43,7,16,31,-,-,-,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,4.75,0.83,2.26,3.51,7.52,7.98,-2.59,2.39,0.4,5.02,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,-1.07,0.54,42,-,-,-,-,-,-,-,-,-,60,57,56,56,54,53,52,50,47,46,-,-,-,38,40,42,43,46,52,56
Invesco India Focused Fund-Reg(G),Equity : Flexi Cap,45058,34.29,-8.61,40.64,-,-,-,-,-,-,-,4,31,5,-,-,-,-,-,-,-,7.25,2.91,6.44,2.79,7.66,10.87,-1.46,2.15,2.08,2.95,2,2,1,15,10,2,7,16,4,31,12.59,17.62,7.35,13.56,-6.35,1.98,8.75,-11.54,-6.84,6.44,1,2,13,13,36,27,34,25,32,1,28.36,0.44,33.22,17.62,9.98,-5.03,36.15,4.25,1.92,52.71,4.13,0.86,2.01,1.89,6.8,7.24,-2.54,1.97,0.47,3.77,4.95,11.62,6.35,12.91,-4.01,2.6,11.24,-10.26,-2.27,0.87,39,33,29,-,-,-,-,-,-,-,47,47,47,46,46,45,45,44,43,43,33,33,35,35,39,39,41,43,45,46
Quant Large & Mid Cap Fund(G),Equity : Large & Mid Cap,874,32.25,12.99,36.84,28.83,3.26,-8.45,33.13,13.51,18.72,64.67,7,1,17,1,19,14,16,1,1,3,6.43,2.04,3.43,6.36,8.96,10.73,-2.83,3.51,-0.51,6.66,4,6,2,1,1,1,11,1,25,1,12.26,17.24,9.83,11.5,-7.89,6.7,13.09,-10.93,5.13,3.88,1,1,2,25,26,1,7,20,1,2,29.97,1.67,37.71,16.05,8.72,-6.96,38.13,6.54,4.76,51.58,4.68,0.95,1.9,2.52,6.49,7.94,-2.97,1.73,0.98,4.16,5.41,11.54,7,13.56,-4.1,2.75,12.11,-9.73,-2.29,1.4,26,26,26,25,21,20,20,20,18,18,29,29,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27
ICICI Pru PSU Equity Fund-Reg(G),Equity : Index Funds,46106,52.72,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,6.62,-0.42,7.73,10.07,14.05,9.79,-1.92,8.32,-2.83,7.75,34,85,1,2,1,21,19,3,93,6,18.07,22.81,13.41,10.49,-0.76,6.51,-,-,-,-,1,2,15,77,4,6,-,-,-,-,29.82,2.59,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,4.16,0.35,1.99,2.75,8.15,7.9,-2.71,2.48,-0.17,4.19,5.23,13.56,6.48,13.73,-5.27,3.92,11.46,-10.24,-1.11,-0.49,87,-,-,-,-,-,-,-,-,-,116,114,108,106,104,103,102,101,98,96,-,-,-,-,79,87,87,96,102,106
SBI Nifty Next 50 ETF,Equity : ETFs,30248,27.09,0.71,30.56,15.39,1.51,-8.19,46.92,8.25,-,-,58,69,25,45,41,41,2,3,-,-,7.04,2.82,6.77,3.66,11.08,9.21,-2.25,1.37,-1.84,3.62,17,15,11,33,9,33,30,102,70,49,13.8,18.58,3.11,15.84,-10.26,-0.42,16.32,-11.02,-2.29,-0.11,14,4,68,34,113,90,19,83,64,25,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,93,72,61,53,47,43,37,-,-,149,147,145,141,141,141,138,136,134,129,84,93,103,103,117,122,129,129,138,141
Kotak Dynamic Bond Fund-Reg(G),Debt : Dynamic Bond,5430,6.51,2.5,3.18,11.71,11.08,7.3,5.61,13.36,7.46,10.49,13,13,8,5,5,2,3,13,3,17,-0.71,0.78,1.18,1.23,0.93,0.95,0.01,0.11,0.47,0.67,18,5,10,2,15,1,9,16,15,1,3.23,1.91,1.26,2.14,1.06,1.61,1.89,-1.62,0.64,0.4,3,3,6,10,22,11,6,18,8,13,6.54,3.18,3.41,9.81,8.5,5.57,3.87,13.31,6.56,14.12,-0.4,0.71,1.11,0.85,1,0.72,-0.06,0.2,0.51,0.38,2.7,1.66,1.09,2.12,1.53,1.59,1.62,-0.47,0.43,0.47,22,22,21,21,21,20,19,19,18,18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
Sundaram Multi Cap Fund(G),Equity : Multi Cap,2370,31.09,-1.57,46.28,15.01,3.94,-8.67,48.73,6.41,2.76,49.36,12,18,5,11,14,9,2,3,8,9,5.08,-0.57,-0.41,2.75,7.29,7.96,-3.18,2.34,1.63,4.36,15,30,35,14,10,18,29,8,12,19,1.74,12.15,8.54,12.74,-4.49,0.22,12.26,-10.45,-2.3,4.69,32,18,12,21,21,24,15,19,16,3,29.6,1.66,37.08,17.21,9.49,-6.6,39.26,2.92,2.93,53.63,4.52,0.56,1.41,2.66,6.31,7.75,-2.58,1.69,1.06,4.41,4.76,11.53,7.31,13.47,-4.22,2.56,12.19,-9.8,-2.15,1.53,30,28,22,21,16,15,14,14,14,13,38,38,38,37,37,37,36,35,34,33,25,28,29,29,29,30,33,33,36,37
Tata Ethical Fund-Reg(G),Equity : Thematic,3283,26.74,-6.53,44.91,26.23,2.96,-5.94,36.2,-5.62,7.16,41.49,28,28,8,5,11,3,3,9,2,6,3.45,-1,1.65,1.29,6.45,6.35,-3.12,-0.38,2.13,2.2,36,51,37,43,35,42,37,48,8,45,1.93,9.68,3.98,11.71,-0.52,-0.7,9.66,-11.02,-3.54,5.48,48,43,38,28,3,38,27,23,26,1,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,4.75,0.83,2.26,3.51,7.52,7.98,-2.59,2.39,0.4,5.02,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,-1.07,0.54,42,36,28,19,12,9,9,9,9,8,60,57,56,56,54,53,52,50,47,46,34,36,37,38,40,42,43,46,52,56
Union Liquid Fund(G),Debt : Liquid,14561,7.05,4.84,3.28,4.31,6.39,3.61,6.47,7.44,8.19,9.04,5,7,7,3,24,29,28,25,25,21,0.61,0.64,0.59,0.61,0.61,0.57,0.57,0.56,0.56,0.58,20,26,9,5,5,7,9,7,3,3,1.84,1.76,1.71,1.72,1.67,1.62,1.27,0.99,0.87,0.84,12,4,3,3,7,4,14,13,17,23,6.92,4.76,3.23,4.03,6.47,6.91,6.62,7.57,8.3,9.07,0.6,0.63,0.58,0.59,0.6,0.56,0.57,0.55,0.55,0.57,1.81,1.73,1.68,1.68,1.64,1.58,1.26,0.98,0.87,0.85,35,35,34,34,32,30,30,29,29,29,37,37,37,37,37,37,37,37,37,36,35,35,35,35,35,35,36,36,37,37
SBI Credit Risk Fund-Reg(G),Debt : Credit Risk,2770,8.32,4.25,4.95,9.78,6.5,6.19,6.89,10.48,9.71,10.62,3,6,11,3,6,4,8,6,1,7,0.33,0.66,0.73,0.54,0.66,0.6,0.37,0.5,0.54,0.52,7,11,4,13,8,4,10,2,6,10,1.95,1.63,1.57,3.37,1.51,1.58,1.55,-0.02,1.09,0.78,12,8,6,1,9,8,6,4,9,9,7.68,13.27,7.81,0.66,0.84,4.72,7.21,10.45,9.13,11.05,0.26,0.71,0.73,0.69,0.66,0.59,0.99,0.4,0.52,0.56,2.15,2.26,1.48,1.95,1.78,1.55,1.58,-0.57,10.43,0.82,15,15,15,15,15,14,13,13,10,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
DSP Ultra Short Fund-Reg(G),Debt : Ultra Short Duration,702,6.69,4.11,2.87,4.74,7.29,5,6.05,7.51,7.94,8.77,12,18,20,16,12,11,10,10,11,11,0.56,0.65,0.56,0.53,0.54,0.52,0.66,0.5,0.49,0.55,20,15,17,21,8,14,1,13,17,15,1.75,1.73,1.55,1.66,1.58,1.46,1.07,0.63,0.89,0.68,17,1,14,15,16,15,19,15,18,19,6.63,4.28,3.59,5.23,7.27,5.52,6.56,8.18,8.37,9.56,0.58,0.65,0.58,0.57,0.53,0.52,0.53,0.5,0.51,0.56,1.82,1.59,1.58,1.7,1.62,1.48,1.16,0.67,0.9,0.78,24,24,23,21,17,13,13,13,13,13,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
Kotak Business Cycle Fund-Reg(G),Equity : Thematic,46472,22.64,-,-,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-,-,4.01,2.06,2.1,-0.09,5.6,5.75,-3.65,1.05,0.55,2.89,31,14,31,50,45,52,48,40,19,38,4.11,7.6,4.54,13.24,-3.72,0.67,-,-,-,-,39,50,35,16,25,30,-,-,-,-,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,4.75,0.83,2.26,3.51,7.52,7.98,-2.59,2.39,0.4,5.02,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,-1.07,0.54,42,-,-,-,-,-,-,-,-,-,60,57,56,56,54,53,52,50,47,46,-,-,-,-,40,42,43,46,52,56
HDFC NIFTY Bank ETF,Equity : ETFs,33563,13.08,21.81,13.58,-,-,-,-,-,-,-,117,10,68,-,-,-,-,-,-,-,4.81,2.15,0.26,-4.77,8.55,3.81,-3.91,1.33,-3.42,2,47,32,123,132,41,129,125,117,129,110,-2.47,8.27,-0.17,10.79,-5.57,11.22,15.71,-7.62,2.46,-5.23,128,128,120,101,92,10,31,16,8,76,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,93,72,-,-,-,-,-,-,-,149,147,145,141,141,141,138,136,134,129,84,93,103,103,117,122,129,129,138,141
Bajaj Finserv Flexi Cap Fund-Reg(G),Equity : Flexi Cap,48061,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.45,0.49,1.41,3.36,4.22,6.18,-0.58,0.5,-,-,5,29,33,10,46,37,3,43,-,-,5.33,10.01,-,-,-,-,-,-,-,-,20,33,-,-,-,-,-,-,-,-,28.36,0.44,33.22,17.62,9.98,-5.03,36.15,4.25,1.92,52.71,4.13,0.86,2.01,1.89,6.8,7.24,-2.54,1.97,0.47,3.77,4.95,11.62,6.35,12.91,-4.01,2.6,11.24,-10.26,-2.27,0.87,-,-,-,-,-,-,-,-,-,-,47,47,47,46,46,45,45,44,-,-,-,-,-,-,-,-,-,-,45,46
Mahindra Manulife Mid Cap Fund-Reg(G),Equity : Mid Cap,38444,47.01,0.23,49.77,18.75,5.36,-,-,-,-,-,2,18,8,19,7,-,-,-,-,-,7.53,0.42,0.68,5.52,7.17,8.64,-3.37,3.1,4.58,5.83,7,14,23,5,5,17,25,3,4,10,6.68,12.51,14.11,16.52,-1.73,0.39,14.22,-11.83,-0.86,2.34,7,12,3,12,1,15,15,24,5,12,36.87,2.52,44.05,24.02,3.22,-11.45,42.34,4.33,8.82,71.5,6.33,0.25,1.23,3.21,5.51,8.97,-2.74,1.6,3.28,4.92,4.75,11.82,10.1,15.84,-4.03,0.51,15.09,-9.11,-2.56,1.6,30,25,24,23,22,-,-,-,-,-,30,30,30,30,30,30,30,30,30,30,25,25,25,25,27,30,30,30,30,30
Baroda BNP Paribas Multi Cap Fund-Reg(G),Equity : Multi Cap,500,30.81,-3.03,47.86,19.52,8.89,-11.95,36.8,2.3,-1.56,46.54,13,23,4,8,8,12,10,7,13,10,6.01,1.66,2.61,3.24,5.84,9.6,-2.54,0.59,0.72,3.89,7,7,9,10,21,4,16,33,20,22,7.69,13.06,5.25,13.85,-3.45,3.21,10.98,-13.9,-1.67,4.58,5,13,28,15,10,13,21,28,12,4,29.6,1.66,37.08,17.21,9.49,-6.6,39.26,2.92,2.93,53.63,4.52,0.56,1.41,2.66,6.31,7.75,-2.58,1.69,1.06,4.41,4.76,11.53,7.31,13.47,-4.22,2.56,12.19,-9.8,-2.15,1.53,30,28,22,21,16,15,14,14,14,13,38,38,38,37,37,37,36,35,34,33,25,28,29,29,29,30,33,33,36,37
Kotak Debt Hybrid Fund(G),Hybrid : Debt Oriented (Conservative),2051,13.88,4.25,13.3,13.85,11.16,-0.11,10.18,12.96,5.43,19.68,2,8,5,1,1,13,10,3,12,11,0.89,0.5,0.83,1.73,3.07,3.14,-0.93,1.08,0.3,1.36,12,14,15,3,1,1,19,3,7,7,3.09,5.32,2.76,5.13,0.09,2.1,4.75,-2.91,0.4,0.61,6,1,5,2,12,8,1,12,9,7,10.74,4.36,10.03,9.19,6.06,1.04,10.67,9.7,6.03,19.96,0.82,0.64,0.99,0.91,2.15,2,-0.47,0.8,0.26,1.16,2.57,3.71,2.23,4.09,0.34,2.05,3.35,-2.49,1.49,0.58,19,19,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
SBI CRISIL IBX Gilt Index - June 2036 Fund-Reg(G),Debt : Long Duration,46941,8.05,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-0.47,0.82,1.25,1.15,1.22,1.09,-0.42,-0.14,0.76,0.27,15,8,16,8,14,2,3,13,9,8,3.26,1.9,0.89,2.81,2.23,-,-,-,-,-,10,4,14,11,3,-,-,-,-,-,7.2,1.42,0.82,12.08,11.75,6.69,3.62,14.32,5.51,16.23,-0.57,0.78,1.48,1.09,1.31,0.79,-0.6,0.02,0.74,0.28,3.39,1.48,1.04,2.74,1.88,1.94,2.39,-2.55,0.05,0.06,11,-,-,-,-,-,-,-,-,-,24,21,21,21,20,20,19,19,19,19,-,-,-,-,-,11,19,19,19,21
HSBC Infrastructure Fund-Reg(G),Equity : Sectoral - Infrastructure,594,50.65,3.06,56.29,1.57,-3.11,-17.1,61.1,8.56,6.78,65.53,4,16,4,17,16,10,1,4,1,7,8.91,1.42,0.34,4.46,8.53,8.04,-4.63,2.96,1.02,8.35,4,14,18,17,9,11,19,9,11,5,6.3,11.83,12.7,15.39,3.6,1.19,14.78,-8.74,-2.76,3.95,18,17,6,6,1,18,10,14,14,7,44.84,9.7,50.88,8.55,2.89,-17.49,47.6,3.61,-0.36,63.54,7.6,1.74,2.25,6.09,8.67,8.52,-2.41,2.94,1.4,7.15,10.37,15.09,11.85,14.14,-1.38,4.28,14.88,-7.27,-1.29,1.84,19,19,19,19,19,19,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Franklin Build India Fund(G),Equity : Sectoral - Infrastructure,7864,51.11,11.25,45.9,5.35,5.97,-10.66,43.29,8.41,2.12,93.8,3,7,14,11,6,3,12,5,5,1,8.21,0.64,3.7,6.98,8.24,10.09,-2.62,5.03,1.1,8.78,7,15,3,5,12,4,10,1,10,3,11.64,16.04,15.51,14.38,-1.44,6.79,13.43,-5.73,-2.58,0.35,6,6,2,10,13,4,14,5,11,12,44.84,9.7,50.88,8.55,2.89,-17.49,47.6,3.61,-0.36,63.54,7.6,1.74,2.25,6.09,8.67,8.52,-2.41,2.94,1.4,7.15,10.37,15.09,11.85,14.14,-1.38,4.28,14.88,-7.27,-1.29,1.84,19,19,19,19,19,19,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
Bajaj Finserv Liquid Fund-Reg(G),Debt : Liquid,48041,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.61,0.64,0.58,0.6,0.61,0.56,0.57,0.55,0.55,-,18,19,26,14,14,18,20,25,27,-,1.83,1.75,-,-,-,-,-,-,-,-,25,16,-,-,-,-,-,-,-,-,6.92,4.76,3.23,4.03,6.47,6.91,6.62,7.57,8.3,9.07,0.6,0.63,0.58,0.59,0.6,0.56,0.57,0.55,0.55,0.57,1.81,1.73,1.68,1.68,1.64,1.58,1.26,0.98,0.87,0.85,-,-,-,-,-,-,-,-,-,-,37,37,37,37,37,37,37,37,37,-,-,-,-,-,-,-,-,-,37,37
DSP Banking & PSU Debt Fund-Reg(G),Debt : Banking & PSU,22142,6.71,3.21,3.1,10.9,9.92,6.33,5.42,10.61,8.6,10.42,12,10,15,5,10,11,15,5,4,4,-0.02,0.8,1.02,0.71,0.8,0.56,0.21,0.37,0.48,0.5,27,1,1,4,2,19,22,21,16,15,2.55,1.57,1.35,2.06,1.57,1.51,1.12,-0.24,0.79,0.65,1,16,17,3,15,16,19,8,16,11,6.63,3.25,3.43,10.11,9.7,6.63,5.98,9.64,8.21,9.71,0.27,0.65,0.75,0.63,0.71,0.59,0.29,0.41,0.48,0.5,2.05,1.59,1.39,1.92,1.58,1.56,1.32,-0.49,0.82,0.64,26,22,20,17,16,16,16,16,15,12,27,27,27,27,27,26,26,26,26,26,22,22,22,22,23,26,26,26,26,27
Quant Liquid Plan(G),Debt : Liquid,883,6.71,4.74,3.94,4.95,7.1,7.17,6.64,8.05,8.83,9.56,32,25,1,1,1,26,19,1,1,1,0.57,0.61,0.56,0.58,0.58,0.54,0.55,0.54,0.55,0.55,32,31,32,32,31,34,37,31,31,32,1.76,1.68,1.65,1.62,1.6,1.5,1.23,0.97,0.96,1.01,31,33,30,32,30,33,30,23,2,1,6.92,4.76,3.23,4.03,6.47,6.91,6.62,7.57,8.3,9.07,0.6,0.63,0.58,0.59,0.6,0.56,0.57,0.55,0.55,0.57,1.81,1.73,1.68,1.68,1.64,1.58,1.26,0.98,0.87,0.85,35,35,34,34,32,30,30,29,29,29,37,37,37,37,37,37,37,37,37,36,35,35,35,35,35,35,36,36,37,37
Mirae Asset Nifty 50 ETF,Equity : ETFs,41174,21.26,5.62,25.48,15.65,13.58,-,-,-,-,-,81,39,39,39,15,-,-,-,-,-,1.24,1.56,1.31,0.02,7.93,5.59,-2.75,1.99,-2.3,3.06,95,76,96,98,75,90,65,60,94,67,2.91,10.83,2.69,11.03,-4.03,6.05,8.68,-9.11,0.83,-1.3,89,83,84,80,54,48,61,50,31,49,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,93,72,61,53,-,-,-,-,-,149,147,145,141,141,141,138,136,134,129,84,93,103,103,117,122,129,129,138,141
ICICI Pru Nifty Private Bank ETF,Equity : ETFs,42119,14.46,21.75,4.77,-4.51,-,-,-,-,-,-,107,13,70,57,-,-,-,-,-,-,4.15,1.93,-2.09,-5.16,7.5,4.04,-3.76,0.78,-1.78,2.12,57,41,143,137,101,121,107,126,64,100,-5.35,7.65,1.08,11.59,-5.73,9.64,19.55,-8.99,2.06,-7.26,138,133,109,67,97,16,3,41,15,83,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.72,0.73,2.68,1.58,8,7.04,-2.91,2.49,-0.98,3.83,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,-0.93,-0.47,122,93,72,61,-,-,-,-,-,-,149,147,145,141,141,141,138,136,134,129,84,93,103,103,117,122,129,129,138,141
HDFC Gilt Fund(G),Debt : Gilt,1269,7.11,1.73,2.2,10.75,8.56,5.36,1.79,16.57,5.91,19.03,18,21,9,14,19,16,11,7,12,5,-0.36,0.68,0.86,0.75,1.11,0.85,-0.12,0.29,0.59,0.33,17,24,22,22,21,18,14,12,12,11,2.3,1.85,1.21,2.08,1.79,1.69,1.53,-1.53,0.06,0.32,23,22,5,21,16,9,12,15,15,8,7.05,2.28,2.23,11.35,10.62,6.4,2.17,15.44,5.97,17.22,-0.36,0.71,1,0.9,1.16,0.85,-0.14,0.16,0.57,0.28,2.63,1.88,1.01,2.22,1.77,1.54,1.62,-1.02,0.16,0.21,35,23,21,21,21,21,21,21,21,20,35,35,35,35,35,35,35,35,35,35,23,23,23,23,24,35,35,35,35,35
SBI PSU Fund-Reg(G),Equity : Thematic,9252,54.03,29.01,32.41,-9.98,5.99,-23.82,21.95,16.23,-11.1,41.54,3,1,17,19,7,9,9,3,9,5,11.35,-0.54,2.88,11.75,16.61,9.76,-5.97,8.6,0.8,12.39,2,44,21,1,1,8,52,2,17,1,14.35,20.35,23.04,10.42,-5.8,14.97,14.09,-7.68,6.53,-3.37,4,4,1,35,36,1,8,8,4,30,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,4.75,0.83,2.26,3.51,7.52,7.98,-2.59,2.39,0.4,5.02,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,-1.07,0.54,42,36,28,19,12,9,9,9,9,8,60,57,56,56,54,53,52,50,47,46,34,36,37,38,40,42,43,46,52,56
HSBC Ultra Short Duration Fund-Reg(G),Debt : Ultra Short Duration,44328,6.97,4.55,3.48,-,-,-,-,-,-,-,5,5,8,-,-,-,-,-,-,-,0.6,0.68,0.6,0.6,0.55,0.56,0.55,0.52,0.53,0.6,8,9,7,8,5,2,7,6,6,4,1.89,1.66,1.66,1.8,1.68,1.59,1.25,0.67,0.97,0.85,9,6,4,5,8,2,2,11,7,7,6.63,4.28,3.59,5.23,7.27,5.52,6.56,8.18,8.37,9.56,0.58,0.65,0.58,0.57,0.53,0.52,0.53,0.5,0.51,0.56,1.82,1.59,1.58,1.7,1.62,1.48,1.16,0.67,0.9,0.78,24,24,23,-,-,-,-,-,-,-,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
Tata Treasury Advantage Fund-Reg(G),Debt : Low Duration,3205,6.86,4.07,3.63,7.48,2.15,7.52,6.88,8.46,8.59,9.22,9,11,7,6,17,1,7,13,7,6,0.56,0.67,0.59,0.6,0.57,0.54,0.48,0.48,0.52,0.59,7,13,8,3,10,6,9,15,11,11,1.87,1.6,1.61,1.82,1.66,1.43,1.23,0.42,0.93,0.82,6,6,11,11,7,13,8,8,9,2,6.84,4.08,3.74,8.13,4.75,7.06,6.75,8.53,8.34,9,0.57,0.68,0.6,0.58,0.57,0.53,0.47,0.5,0.53,0.6,1.87,1.57,1.64,1.82,1.64,1.47,1.27,0.35,0.93,0.73,20,20,20,20,20,20,19,19,18,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
UTI Ultra Short Duration Fund-Reg(G),Debt : Ultra Short Duration,3533,6.73,4.22,6.1,5.26,3.27,7.01,6.65,8.87,8.51,8.84,11,14,2,9,16,9,7,5,7,10,0.58,0.67,0.58,0.59,0.53,0.54,0.53,0.5,0.52,0.58,15,11,12,10,12,10,12,11,12,11,1.84,1.6,1.61,1.72,1.63,1.48,1.16,0.63,0.9,0.87,12,11,11,12,11,13,14,16,13,6,6.63,4.28,3.59,5.23,7.27,5.52,6.56,8.18,8.37,9.56,0.58,0.65,0.58,0.57,0.53,0.52,0.53,0.5,0.51,0.56,1.82,1.59,1.58,1.7,1.62,1.48,1.16,0.67,0.9,0.78,24,24,23,21,17,13,13,13,13,13,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
DSP Healthcare Fund-Reg(G),Equity : Sectoral - Pharma,36002,35,-7.79,23.3,76.9,7.69,-,-,-,-,-,7,2,3,1,1,-,-,-,-,-,-0.68,0.39,4.92,5.14,4.2,10.36,-2.12,1.59,-0.07,7.96,14,6,4,13,6,11,1,9,11,6,10.74,12.55,9.6,14.7,-4.59,4.21,9.13,-11.9,-7.96,1.95,6,2,8,9,7,1,2,10,10,2,35.6,-9.84,20.49,66.47,3.8,-4.1,5.13,-12.24,19.6,50.02,0.8,-0.15,4.01,6.12,4.04,10.75,-3.8,2.1,0.79,7.73,10.29,10.87,10.7,15.53,-4.17,-0.16,7.95,-10.29,-6.75,0.33,11,10,9,9,7,-,-,-,-,-,16,16,14,14,13,13,12,12,12,11,9,10,10,10,10,11,11,11,12,14
