MF Code,schemecode,fund_house,returns_1month,returns_3month,returns_6month,returns_1year,index_name,returns_3year,returns_5year,returns_10year,ytd_returns,rank_ytd,rank_1month,rank_3month,rank_6month,rank_1year,rank_3year,rank_5year,rank_10year,s_name,classification,funds_num_ytd,funds_num_month1,funds_num_month3,funds_num_month6,funds_num_year1,funds_num_year3,funds_num_year5,funds_num_year10,ytd_avg,avg_month1,avg_month3,avg_month6,avg_year1,avg_year3,avg_year5,avg_year10,monthret_1,monthret_3,monthret_6,yrret_1,yrret_3,yrret_5,yrret_10,ytdret
Aditya Birla SL India GenNext Fund(G),409,Aditya Birla Sun Life Mutual Fund,-0.01,7.88,20.26,38.78,Nifty India Consumption - TRI,17.34,21.67,17.88,26.41,13,10,12,12,13,11,9,3,Aditya Birla SL India GenNext Fund(G),Equity : Thematic - Consumption,16,17,17,17,15,13,13,8,28.83,-0.11,8.32,21.01,41.66,19.95,22.14,16.47,,,,,,,,
HDFC Retirement Savings Fund-Equity Plan-Reg(G),24803,HDFC Mutual Fund,-0.51,3.38,13.62,36.03,NIFTY 500 - TRI,20.2,25.58,,22.62,10,37,17,13,8,3,1,,HDFC Retirement Savings Fund-Equity Plan-Reg(G),Hybrid : Solution Oriented,40,42,42,40,38,37,29,13,17.63,0.34,3.3,11.91,26.54,12.34,14.72,11.82,,,,,,,,
DSP Arbitrage Fund-Reg(G),30760,DSP Mutual Fund,0.48,1.62,3.41,7.37,Nifty 50 Arbitrage,5.9,5.09,,5.92,16,8,11,13,16,13,15,,DSP Arbitrage Fund-Reg(G),Hybrid : Arbitrage,26,27,26,26,25,24,22,14,5.87,0.45,1.59,3.37,7.31,5.8,5.03,5.84,0.2,1.14,2.93,7.16,6.14,5.0,,6.98
SBI ESG Exclusionary Strategy Fund-Reg(G),2752,SBI Mutual Fund,0.76,2.39,14.38,31.21,NIFTY100 ESG - TRI,13.38,18.05,13.77,18.6,54,25,47,41,49,25,15,8,SBI ESG Exclusionary Strategy Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
Axis Corp Bond Fund-Reg(G),36744,Axis Mutual Fund,0.9,2.43,4.27,8.5,NIFTY Corporate Bond Index,5.89,6.82,,6.63,11,15,13,15,10,6,5,,Axis Corp Bond Fund-Reg(G),Debt : Corporate Bond,21,21,21,21,21,19,18,12,6.63,0.92,2.45,4.33,8.4,5.68,6.48,7.27,,,,,,,,
Axis Treasury Advantage Fund-Reg(G),8032,Axis Mutual Fund,0.72,1.95,3.74,7.64,NIFTY Low Duration Debt Index,6.05,6.01,6.96,6.1,3,4,4,3,3,3,5,3,Axis Treasury Advantage Fund-Reg(G),Debt : Low Duration,20,20,20,20,20,20,20,18,5.89,0.7,1.89,3.64,7.39,5.8,5.95,6.55,,,,,,,,
HDFC Gold ETF,12319,HDFC Mutual Fund,4.45,2.14,3.88,28.72,Gold-India,15.7,12.98,9.85,18.64,21,16,17,18,12,8,7,6,HDFC Gold ETF,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
UTI Arbitrage Fund-Reg(G),3660,UTI Mutual Fund,0.5,1.66,3.52,7.61,Nifty 50 Arbitrage,6.01,5.29,5.91,6.12,2,1,5,3,3,8,5,5,UTI Arbitrage Fund-Reg(G),Hybrid : Arbitrage,26,27,26,26,25,24,22,14,5.87,0.45,1.59,3.37,7.31,5.8,5.03,5.84,0.2,1.14,2.93,7.16,6.14,5.0,,6.98
ICICI Pru Medium Term Bond Fund(G),1667,ICICI Prudential Mutual Fund,0.83,2.34,4.29,8.52,NIFTY Medium Duration Debt Index,6.16,7.27,7.6,6.46,14,16,14,14,17,3,2,4,ICICI Pru Medium Term Bond Fund(G),Debt : Medium Duration,30,30,30,30,30,15,13,10,6.41,0.81,2.28,4.23,8.47,5.94,5.94,6.95,,,,,,,,
BHARAT Bond ETF - April 2033,47283,Edelweiss Mutual Fund,1.44,3.4,5.33,10.87,NIFTY BHARAT Bond Index - April 2033,,,,8.63,1,2,2,7,5,,,,BHARAT Bond ETF - April 2033,Debt : ETFs,22,30,29,26,19,14,6,1,6.31,0.68,2.37,4.36,8.79,5.64,4.96,4.92,,,,,,,,
Invesco India Midcap Fund(G),2259,Invesco Mutual Fund,2.28,8.88,27.35,58.04,BSE 150 MidCap - TRI,24.33,29.68,19.41,41.46,2,3,2,2,4,8,8,7,Invesco India Midcap Fund(G),Equity : Mid Cap,30,30,30,30,30,25,23,20,32.33,0.3,3.98,20.68,47.84,21.86,28.57,18.48,0.08,3.18,20.12,49.41,23.77,32.26,,40.93
Aditya Birla SL PSU Equity Fund-Reg(G),43788,Aditya Birla Sun Life Mutual Fund,-1.05,-4.25,4.34,59.34,BSE PSU - TRI,34.97,,,27.02,27,62,67,60,6,2,,,Aditya Birla SL PSU Equity Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,0.57,-7.48,8.6,70.95,37.9,31.24,,44.32
HSBC Aggressive Hybrid Fund-Reg(G),13017,HSBC Mutual Fund,1.69,2.8,15.78,33.68,NIFTY 50 Hybrid Composite Debt 65:35 Index,14.11,17.05,12.79,24.37,4,4,26,5,7,11,15,10,HSBC Aggressive Hybrid Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
HDFC Banking and PSU Debt Fund-Reg(G),23913,HDFC Mutual Fund,0.92,2.37,4.22,8.3,NIFTY Banking and PSU Debt Index,5.78,6.57,7.53,6.53,10,9,11,9,8,6,7,4,HDFC Banking and PSU Debt Fund-Reg(G),Debt : Banking & PSU,27,27,27,27,26,22,16,15,6.33,0.86,2.29,4.12,8.12,5.64,6.4,7.2,,,,,,,,
Nippon India ETF Nifty Next 50 Junior BeES,2273,Nippon India Mutual Fund,0.65,1.98,19.12,67.92,NIFTY NEXT 50 - TRI,20.94,23.89,16.79,41.72,10,34,115,39,8,18,17,3,Nippon India ETF Nifty Next 50 Junior BeES,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
DSP India T.I.G.E.R Fund-Reg(G),698,DSP Mutual Fund,1.51,1.01,23.29,63.39,BSE India Infrastructure Index - TRI,33.07,31.2,19.12,41.75,4,3,4,3,5,3,7,3,DSP India T.I.G.E.R Fund-Reg(G),Equity : Sectoral - Infrastructure,19,19,19,19,19,19,19,18,34.69,0.03,-1.06,16.56,54.83,28.66,29.49,17.48,-1.56,-6.39,,,,,,17.55
Nippon India Vision Fund(G),2669,Nippon India Mutual Fund,0.7,3.05,17.31,47.05,NIFTY LargeMidcap 250 - TRI,19.68,23.9,14.12,29.57,11,6,21,12,8,9,9,16,Nippon India Vision Fund(G),Equity : Large & Mid Cap,27,29,29,29,26,26,22,18,28.05,0.16,4.01,16.95,42.73,18.5,23.46,16.28,,,,,,,,
UTI ULIP(G),3662,UTI Mutual Fund,0.75,5.02,10.67,17.21,NIFTY 50 Hybrid Composite Debt 50:50 Index,6.94,10.88,8.66,12.25,1,1,1,1,1,1,1,1,UTI ULIP(G),Hybrid : Debt Oriented (Balanced),1,1,1,1,1,1,1,1,12.25,0.75,5.02,10.67,17.21,6.94,10.88,8.66,,,,,,,,
Franklin India Opportunities Fund(G),946,Franklin Templeton Mutual Fund,-1.33,2.29,21.43,61.05,NIFTY 500 - TRI,26.51,29.15,18.14,39.24,6,67,49,9,5,6,4,1,Franklin India Opportunities Fund(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,,,,,,,,
Axis Arbitrage Fund-Reg(G),30097,Axis Mutual Fund,0.48,1.61,3.43,7.52,Nifty 50 Arbitrage,6.02,5.19,5.82,6.04,7,5,15,10,7,7,12,10,Axis Arbitrage Fund-Reg(G),Hybrid : Arbitrage,26,27,26,26,25,24,22,14,5.87,0.45,1.59,3.37,7.31,5.8,5.03,5.84,0.2,1.14,2.93,7.16,6.14,5.0,,6.98
Sundaram Aggressive Hybrid Fund(G),2321,Sundaram Mutual Fund,0.86,4.11,12.09,29.06,CRISIL Hybrid 35+65 - Aggressive Index,12.29,17.3,13.23,19.66,15,7,7,18,18,22,13,6,Sundaram Aggressive Hybrid Fund(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
Mahindra Manulife Small Cap Fund-Reg(G),37922,Mahindra Manulife Mutual Fund,-1.13,4.92,22.24,54.91,BSE 250 Small Cap - TRI,,,,34.88,6,23,15,9,4,,,,Mahindra Manulife Small Cap Fund-Reg(G),Equity : Small Cap,27,28,28,27,24,23,19,13,29.75,-0.09,5.25,21.29,44.21,22.76,33.12,19.68,0.13,4.09,19.63,46.88,23.68,32.76,,38.11
Aditya Birla SL Small Cap Fund(G),477,Aditya Birla Sun Life Mutual Fund,1.26,3.84,20.74,38.23,BSE 250 Small Cap - TRI,16.97,25.62,16.17,26.96,18,2,18,15,20,22,19,13,Aditya Birla SL Small Cap Fund(G),Equity : Small Cap,27,28,28,27,24,23,19,13,29.75,-0.09,5.25,21.29,44.21,22.76,33.12,19.68,0.13,4.09,19.63,46.88,23.68,32.76,,38.11
Kotak Nifty Bank ETF,30020,Kotak Mahindra Mutual Fund,0.48,-1.06,6.01,16.96,NIFTY BANK - TRI,11.54,13.0,,6.72,132,45,138,134,129,73,57,,Kotak Nifty Bank ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
SBI Gold ETF,7741,SBI Mutual Fund,4.33,2.68,3.78,28.75,Gold-India,15.64,13.03,9.83,18.73,15,19,9,24,10,9,6,7,SBI Gold ETF,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
SBI Equity Savings Fund-Reg(G),32901,SBI Mutual Fund,0.79,3.0,8.02,16.03,NIFTY 50 Equity Savings Index,10.43,12.1,,11.59,39,8,21,36,43,31,32,,SBI Equity Savings Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
Sundaram Liquid Fund(G),2323,Sundaram Mutual Fund,0.6,1.76,3.52,7.34,Nifty Liquid Fund Index,6.08,5.11,5.33,5.72,20,22,22,18,21,16,26,29,Sundaram Liquid Fund(G),Debt : Liquid,37,37,37,37,37,35,34,29,5.66,0.6,1.75,3.5,7.27,6.04,5.15,6.25,,,,,,,,
Nippon India Banking & PSU Debt Fund(G),13656,Nippon India Mutual Fund,0.89,2.39,4.24,8.39,CRISIL Banking and PSU Debt Index,5.71,6.57,,6.51,12,11,10,8,6,8,8,,Nippon India Banking & PSU Debt Fund(G),Debt : Banking & PSU,27,27,27,27,26,22,16,15,6.33,0.86,2.29,4.12,8.12,5.64,6.4,7.2,0.68,2.11,3.85,,,,,7.48
HDFC Equity Savings Fund(G),1309,HDFC Mutual Fund,0.29,2.28,6.19,17.58,NIFTY 50 Equity Savings Index - TRI,10.13,11.97,9.8,11.51,41,27,34,41,40,32,34,17,HDFC Equity Savings Fund(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
Aditya Birla SL Digital India Fund(G),482,Aditya Birla Sun Life Mutual Fund,-0.78,11.16,18.3,30.95,BSE TECk Index - TRI,9.91,28.2,19.09,19.02,7,7,6,7,7,4,3,1,Aditya Birla SL Digital India Fund(G),Equity : Sectoral - Technology,7,9,9,9,7,5,5,4,26.52,-0.37,10.64,20.41,38.3,11.31,28.33,18.19,0.25,12.84,22.46,35.75,10.56,23.23,,32.31
Axis Ultra Short Duration Fund-Reg(G),29356,Axis Mutual Fund,0.63,1.71,3.37,6.98,NIFTY Ultra Short Duration Debt Index,5.61,5.21,,5.55,14,13,14,14,15,15,12,,Axis Ultra Short Duration Fund-Reg(G),Debt : Ultra Short Duration,24,25,24,24,24,24,19,13,5.61,0.63,1.73,3.42,7.06,5.73,5.34,6.31,,,,,,,,
Bandhan Low Duration Fund-Reg(G),2902,Bandhan Mutual Fund,0.71,1.88,3.65,7.4,NIFTY Low Duration Debt Index,5.83,5.73,6.9,5.84,14,5,13,12,11,9,12,4,Bandhan Low Duration Fund-Reg(G),Debt : Low Duration,20,20,20,20,20,20,20,18,5.89,0.7,1.89,3.64,7.39,5.8,5.95,6.55,,,,,,,,
DSP Low Duration Fund-Reg(G),17625,DSP Mutual Fund,0.7,1.89,3.67,7.42,NIFTY Low Duration Debt Index,5.89,5.71,,5.92,7,9,7,7,9,4,13,,DSP Low Duration Fund-Reg(G),Debt : Low Duration,20,20,20,20,20,20,20,18,5.89,0.7,1.89,3.64,7.39,5.8,5.95,6.55,,,,,,,,
SBI Infrastructure Fund-Reg(G),2743,SBI Mutual Fund,-2.08,-0.52,13.64,50.44,Nifty Infrastructure - TRI,28.21,28.68,18.09,29.08,15,19,6,13,13,12,12,9,SBI Infrastructure Fund-Reg(G),Equity : Sectoral - Infrastructure,19,19,19,19,19,19,19,18,34.69,0.03,-1.06,16.56,54.83,28.66,29.49,17.48,,,,,,,,
ICICI Pru Dividend Yield Equity Fund(G),17588,ICICI Prudential Mutual Fund,0.61,4.39,14.5,48.94,NIFTY 500 - TRI,25.39,28.01,16.24,30.08,3,2,4,4,3,1,1,2,ICICI Pru Dividend Yield Equity Fund(G),Equity : Thematic - Dividend Yield,9,9,9,9,9,8,6,5,27.18,-0.08,3.65,16.01,44.63,21.05,25.63,15.5,,,,,,,,
Edelweiss Liquid Fund-Reg(G),6688,Edelweiss Mutual Fund,0.6,1.77,3.55,7.34,CRISIL Liquid Debt Index,5.99,5.15,6.2,5.74,16,14,16,9,19,27,24,25,Edelweiss Liquid Fund-Reg(G),Debt : Liquid,37,37,37,37,37,35,34,29,5.66,0.6,1.75,3.5,7.27,6.04,5.15,6.25,,,,,,,,
Motilal Oswal Nasdaq 100 FOF-Reg(G),41322,Motilal Oswal Mutual Fund,7.59,-2.11,10.94,34.77,Nasdaq-100,14.13,24.66,,20.23,18,20,56,23,13,5,1,,Motilal Oswal Nasdaq 100 FOF-Reg(G),FoFs : Overseas,57,58,58,58,57,43,27,25,15.28,6.7,4.02,9.58,26.61,6.17,10.5,7.07,7.5,-2.1,12.38,33.77,10.92,21.17,,28.93
ICICI Pru Gold ETF,12328,ICICI Prudential Mutual Fund,4.34,2.73,3.87,28.86,Gold-India,15.79,12.98,9.74,18.82,12,17,4,20,6,5,8,9,ICICI Pru Gold ETF,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
ICICI Pru Pharma Healthcare & Diagnostics (P.H.D) Fund-(G),36398,ICICI Prudential Mutual Fund,0.15,14.42,25.87,62.03,BSE Health Care - TRI,22.31,33.19,,44.52,2,10,8,5,3,1,1,,ICICI Pru Pharma Healthcare & Diagnostics (P.H.D) Fund-(G),Equity : Sectoral - Pharma,14,16,16,16,13,9,9,3,39.48,0.23,14.44,23.69,55.9,19.26,30.2,14.79,1.47,15.99,24.94,58.76,19.87,30.42,,52.75
UTI Nifty Next 50 Index Fund-Reg(G),38439,UTI Mutual Fund,0.61,1.84,18.72,66.89,NIFTY NEXT 50 - TRI,20.18,23.13,,41.04,3,18,98,17,4,10,4,,UTI Nifty Next 50 Index Fund-Reg(G),Equity : Index Funds,105,140,128,115,101,47,27,18,25.14,-0.14,2.76,14.47,42.08,15.68,19.68,12.99,,,,,,,,
Kotak Gold ETF,2050,Kotak Mahindra Mutual Fund,4.32,2.71,3.88,28.83,Gold-India,15.74,13.08,9.92,17.66,25,22,5,19,8,6,5,4,Kotak Gold ETF,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
Mahindra Manulife Multi Cap Fund-Reg(G),36401,Mahindra Manulife Mutual Fund,-0.24,3.68,16.7,43.94,Nifty500 Multicap 50:25:25 - TRI,19.91,27.49,,29.07,11,26,24,16,12,5,2,,Mahindra Manulife Multi Cap Fund-Reg(G),Equity : Multi Cap,36,40,38,37,35,24,19,13,26.34,0.24,4.64,16.63,40.21,17.26,22.55,15.57,,,,,,,,
HDFC Long Duration Debt Fund-Reg(G),45991,HDFC Mutual Fund,1.14,3.27,6.79,14.38,NIFTY Long Duration Debt Index,,,,10.78,1,10,4,2,1,,,,HDFC Long Duration Debt Fund-Reg(G),Debt : Long Duration,21,24,24,24,19,3,3,2,8.98,1.13,3.14,5.86,11.82,5.87,6.22,7.46,,,,,,,,
UTI Overnight Fund-Reg(G),3574,UTI Mutual Fund,0.53,1.61,3.26,6.74,CRISIL Liquid Overnight Index,5.73,4.8,5.82,5.17,5,5,7,5,5,3,7,1,UTI Overnight Fund-Reg(G),Debt : Overnight,35,35,35,35,34,27,22,3,5.11,0.52,1.59,3.21,6.66,5.68,4.75,5.68,0.53,1.62,3.29,,,,,6.57
UTI Retirement Fund,3650,UTI Mutual Fund,0.33,3.58,10.24,22.39,CRISIL Short Term Debt Hybrid 60+40 Index,12.18,14.36,10.1,15.42,28,25,16,27,25,19,15,9,UTI Retirement Fund,Hybrid : Solution Oriented,40,42,42,40,38,37,29,13,17.63,0.34,3.3,11.91,26.54,12.34,14.72,11.82,,,,,,,,
Bandhan CRISIL IBX Gilt April 2028 Index Fund-Reg(G),45422,Bandhan Mutual Fund,0.81,2.43,4.51,9.11,CRISIL IBX Gilt Index - April 2028,5.53,,,6.53,28,29,28,27,27,18,,,Bandhan CRISIL IBX Gilt April 2028 Index Fund-Reg(G),Debt : Gilt,35,36,36,35,35,23,21,21,7.7,0.96,2.78,5.21,10.4,5.83,6.32,7.78,,,,,,,,
UTI Childrens Hybrid Fund,3449,UTI Mutual Fund,0.4,3.14,9.84,19.03,CRISIL Short Term Debt Hybrid 60+40 Index,9.65,12.11,9.56,12.68,30,23,18,28,28,25,21,11,UTI Childrens Hybrid Fund,Hybrid : Solution Oriented,40,42,42,40,38,37,29,13,17.63,0.34,3.3,11.91,26.54,12.34,14.72,11.82,,,,,,,,
SBI PSU Fund-Reg(G),9252,SBI Mutual Fund,0.4,-3.39,8.87,63.33,BSE PSU - TRI,35.46,27.69,12.99,33.7,12,35,65,56,3,1,5,9,SBI PSU Fund-Reg(G),Equity : Thematic,56,76,70,60,52,34,16,9,28.14,0.27,3.26,15.94,44.22,18.92,24.46,15.38,0.57,-7.48,8.6,70.95,37.9,31.24,,44.32
UTI Small Cap Fund-Reg(G),44511,UTI Mutual Fund,-0.34,6.8,25.12,40.42,Nifty Smallcap 250 - TRI,21.2,,,27.13,17,19,6,7,14,16,,,UTI Small Cap Fund-Reg(G),Equity : Small Cap,27,28,28,27,24,23,19,13,29.75,-0.09,5.25,21.29,44.21,22.76,33.12,19.68,,,,,,,,
Tata Overnight Fund-Reg(G),42706,Tata Mutual Fund,0.52,1.6,3.23,6.68,CRISIL Liquid Overnight Index,5.67,4.74,,5.12,19,16,20,17,18,21,14,,Tata Overnight Fund-Reg(G),Debt : Overnight,35,35,35,35,34,27,22,3,5.11,0.52,1.59,3.21,6.66,5.68,4.75,5.68,0.53,1.62,3.29,,,,,6.57
Tata Mid Cap Growth Fund-Reg(G),3237,Tata Mutual Fund,-2.11,-0.09,15.86,42.25,Nifty Midcap 150 - TRI,21.17,27.07,18.26,27.53,24,29,28,27,23,13,15,9,Tata Mid Cap Growth Fund-Reg(G),Equity : Mid Cap,30,30,30,30,30,25,23,20,32.33,0.3,3.98,20.68,47.84,21.86,28.57,18.48,,,,,,,,
Nippon India Corp Bond Fund(G),2646,Nippon India Mutual Fund,1.02,2.66,4.56,8.92,NIFTY Corporate Bond Index,6.43,6.85,7.37,7.02,3,1,2,3,2,1,4,7,Nippon India Corp Bond Fund(G),Debt : Corporate Bond,21,21,21,21,21,19,18,12,6.63,0.92,2.45,4.33,8.4,5.68,6.48,7.27,,,,,,,,
DSP Top 100 Equity Fund-Reg(G),748,DSP Mutual Fund,0.38,5.4,16.82,40.12,BSE 100 - TRI,15.82,17.88,12.46,25.61,5,7,4,3,8,9,22,25,DSP Top 100 Equity Fund-Reg(G),Equity : Large Cap,36,38,37,37,36,34,31,28,21.62,-0.4,3.03,12.39,35.23,14.6,19.04,13.83,0.2,2.91,12.1,32.29,14.78,19.96,,24.97
SBI Nifty Bank ETF,30043,SBI Mutual Fund,0.48,-1.06,6.0,16.94,NIFTY BANK - TRI,11.58,13.09,,6.71,134,44,140,136,132,70,55,,SBI Nifty Bank ETF,Equity : ETFs,141,163,155,149,139,84,60,24,22.93,0.57,3.63,13.81,37.87,15.94,20.19,13.29,,,,,,,,
BHARAT Bond FOF - April 2025 -Reg(G),45009,Edelweiss Mutual Fund,0.74,1.9,3.7,7.81,NIFTY BHARAT Bond Index - April 2025,5.33,,,5.91,53,34,47,55,53,38,,,BHARAT Bond FOF - April 2025 -Reg(G),FoFs : Domestic,53,60,57,56,53,39,25,22,17.05,1.48,2.31,9.42,26.03,12.83,15.04,11.04,,,,,,,,
Franklin India Multi Cap Fund-Reg(G),48901,Franklin Templeton Mutual Fund,-0.85,,,,Nifty500 Multicap 50:25:25 - TRI,,,,,,33,,,,,,,Franklin India Multi Cap Fund-Reg(G),Equity : Multi Cap,36,40,38,37,35,24,19,13,26.34,0.24,4.64,16.63,40.21,17.26,22.55,15.57,,,,,,,,
JM Flexicap Fund-Reg(G),6075,JM Financial Mutual Fund,-1.3,1.0,19.98,54.51,BSE 500 - TRI,26.03,26.2,18.63,36.5,3,41,42,8,3,1,3,2,JM Flexicap Fund-Reg(G),Equity : Flexi Cap,46,48,48,47,45,33,26,19,25.36,0.18,3.73,15.67,39.54,16.58,21.29,15.24,0.18,2.65,13.42,36.48,16.36,22.18,,28.24
BHARAT Bond ETF FOF - April 2032 -Reg(G),46128,Edelweiss Mutual Fund,1.63,3.38,5.36,10.75,NIFTY BHARAT Bond Index - April 2032,,,,7.98,45,12,14,46,43,,,,BHARAT Bond ETF FOF - April 2032 -Reg(G),FoFs : Domestic,53,60,57,56,53,39,25,22,17.05,1.48,2.31,9.42,26.03,12.83,15.04,11.04,,,,,,,,
UTI Corporate Bond Fund-Reg(G),39515,UTI Mutual Fund,0.9,2.38,4.28,8.34,NIFTY Corporate Bond Index,5.79,6.7,,6.52,12,16,15,14,12,7,7,,UTI Corporate Bond Fund-Reg(G),Debt : Corporate Bond,21,21,21,21,21,19,18,12,6.63,0.92,2.45,4.33,8.4,5.68,6.48,7.27,,,,,,,,
HSBC ELSS Tax saver Fund-Reg(G),927,HSBC Mutual Fund,2.03,5.09,21.07,49.47,NIFTY 500 - TRI,19.11,21.86,15.15,35.71,3,2,13,4,6,20,30,11,HSBC ELSS Tax saver Fund-Reg(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,,,,,,,,
UTI Dividend Yield Fund-Reg(G),3454,UTI Mutual Fund,0.01,6.66,23.53,50.32,NIFTY 500 - TRI,18.85,23.94,15.18,32.94,2,4,1,1,2,6,5,4,UTI Dividend Yield Fund-Reg(G),Equity : Thematic - Dividend Yield,9,9,9,9,9,8,6,5,27.18,-0.08,3.65,16.01,44.63,21.05,25.63,15.5,,,,,,,,
Nippon India Silver ETF,46199,Nippon India Mutual Fund,7.34,-3.86,6.8,27.29,Silver,,,,21.79,8,7,26,7,21,,,,Nippon India Silver ETF,Gold : ETFs,25,29,29,28,22,11,11,11,19.96,5.57,-0.09,4.9,28.47,15.79,13.06,9.85,,,,,,,,
Axis Consumption Fund-Reg(G),49051,Axis Mutual Fund,,,,,Nifty India Consumption - TRI,,,,,,,,,,,,,Axis Consumption Fund-Reg(G),Equity : Thematic - Consumption,16,17,17,17,15,13,13,8,28.83,-0.11,8.32,21.01,41.66,19.95,22.14,16.47,,,,,,,,
SBI Technology Opp Fund-Reg(G),19247,SBI Mutual Fund,-0.32,11.87,22.04,34.69,BSE TECk Index - TRI,11.94,27.01,17.37,26.41,5,3,5,4,6,2,5,4,SBI Technology Opp Fund-Reg(G),Equity : Sectoral - Technology,7,9,9,9,7,5,5,4,26.52,-0.37,10.64,20.41,38.3,11.31,28.33,18.19,0.25,12.84,22.46,35.75,10.56,23.23,,32.31
Nippon India Dynamic Bond Fund(G),2656,Nippon India Mutual Fund,0.89,2.92,5.03,9.68,NIFTY Composite Debt Index,5.81,6.22,7.26,7.68,11,18,7,13,14,12,11,10,Nippon India Dynamic Bond Fund(G),Debt : Dynamic Bond,22,22,22,22,22,22,21,18,7.58,0.99,2.78,5.06,9.89,5.95,6.31,7.32,,,,,,,,
Parag Parikh ELSS Tax Saver Fund-Reg(G),42577,PPFAS Mutual Fund,1.18,5.19,14.95,34.38,NIFTY 500 - TRI,17.96,24.96,,22.61,37,11,12,34,39,25,19,,Parag Parikh ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),59,59,59,59,59,54,53,27,24.45,0.04,3.69,15.56,38.3,18.02,23.52,15.05,,,,,,,,
Nippon India Multi Asset Allocation Fund-Reg(G),26169,Nippon India Mutual Fund,1.84,2.84,11.17,34.47,BSE 500 - TRI,15.97,,,21.18,4,4,12,7,3,5,,,Nippon India Multi Asset Allocation Fund-Reg(G),Hybrid : Multi Asset Allocation,17,26,25,24,17,10,7,7,18.16,0.74,2.64,9.53,28.33,15.29,19.09,12.84,0.18,2.65,13.42,36.48,16.36,22.18,,28.24
Tata Hybrid Equity Fund-Reg(G),3082,Tata Mutual Fund,-0.33,3.21,10.66,26.75,CRISIL Hybrid 35+65 - Aggressive Index,12.98,16.34,11.9,17.48,23,47,19,22,24,17,18,12,Tata Hybrid Equity Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
Edelweiss Small Cap Fund-Reg(G),40559,Edelweiss Mutual Fund,0.79,5.73,20.82,42.93,Nifty Smallcap 250 - TRI,23.2,34.29,,27.69,15,8,12,14,12,10,6,,Edelweiss Small Cap Fund-Reg(G),Equity : Small Cap,27,28,28,27,24,23,19,13,29.75,-0.09,5.25,21.29,44.21,22.76,33.12,19.68,,,,,,,,
DSP Savings Fund-Reg(G),695,DSP Mutual Fund,0.64,1.79,3.53,7.41,CRISIL Money Market Index,5.89,5.51,6.3,5.83,15,17,16,16,13,13,10,11,DSP Savings Fund-Reg(G),Debt : Money Market,22,22,22,22,22,19,16,13,5.85,0.65,1.8,3.54,7.38,6.06,5.65,6.64,,,,,,,,
NJ Balanced Advantage Fund-Reg(G),45927,NJ Mutual Fund,-2.29,1.8,8.96,27.0,NIFTY 50 Hybrid Composite Debt 50:50 Index,,,,15.69,30,55,40,29,22,,,,NJ Balanced Advantage Fund-Reg(G),Hybrid : Equity Oriented,55,55,55,55,55,52,51,24,15.61,0.2,2.78,9.65,23.31,11.24,14.09,11.42,,,,,,,,
HSBC Multi Cap Fund-Reg(G),47272,HSBC Mutual Fund,-0.27,2.47,15.99,49.22,Nifty500 Multicap 50:25:25 - TRI,,,,30.96,7,27,31,19,2,,,,HSBC Multi Cap Fund-Reg(G),Equity : Multi Cap,36,40,38,37,35,24,19,13,26.34,0.24,4.64,16.63,40.21,17.26,22.55,15.57,,,,,,,,
