s_name,classification,schemecode,return_year1,return_year2,return_year3,return_year4,return_year5,return_year6,return_year7,return_year8,return_year9,return_year10,rank_year1,rank_year2,rank_year3,rank_year4,rank_year5,rank_year6,rank_year7,rank_year8,rank_year9,rank_year10,return_month1,return_month2,return_month3,return_month4,return_month5,return_month6,return_month7,return_month8,return_month9,return_month10,rank_month1,rank_month2,rank_month3,rank_month4,rank_month5,rank_month6,rank_month7,rank_month8,rank_month9,rank_month10,return_quarter1,return_quarter2,return_quarter3,return_quarter4,return_quarter5,return_quarter6,return_quarter7,return_quarter8,return_quarter9,return_quarter10,rank_quarter1,rank_quarter2,rank_quarter3,rank_quarter4,rank_quarter5,rank_quarter6,rank_quarter7,rank_quarter8,rank_quarter9,rank_quarter10,avg_year1,avg_year2,avg_year3,avg_year4,avg_year5,avg_year6,avg_year7,avg_year8,avg_year9,avg_year10,avg_month1,avg_month2,avg_month3,avg_month4,avg_month5,avg_month6,avg_month7,avg_month8,avg_month9,avg_month10,avg_quarter1,avg_quarter2,avg_quarter3,avg_quarter4,avg_quarter5,avg_quarter6,avg_quarter7,avg_quarter8,avg_quarter9,avg_quarter10,num_funds_year1,num_funds_year2,num_funds_year3,num_funds_year4,num_funds_year5,num_funds_year6,num_funds_year7,num_funds_year8,num_funds_year9,num_funds_year10,num_funds_month1,num_funds_month2,num_funds_month3,num_funds_month4,num_funds_month5,num_funds_month6,num_funds_month7,num_funds_month8,num_funds_month9,num_funds_month10,num_funds_quater10,num_funds_quater9,num_funds_quater8,num_funds_quater7,num_funds_quater6,num_funds_quater5,num_funds_quater4,num_funds_quater3,num_funds_quater2,num_funds_quater1
HDFC Capital Builder Value Fund(G),Equity : Value / Contra,1112,29.59,3.61,35.58,12.94,-0.01,-5.47,42.31,3.83,4.61,51.95,17,16,8,14,11,6,6,10,4,9,2.19,1.8,4.46,7.6,1.68,4.55,0.07,2.3,2.07,7.83,4,12,15,7,11,13,15,9,21,9,8.67,14.39,4.49,14.19,6.12,11.73,-4.29,5.57,11.75,-10.88,9,9,18,8,19,14,14,11,10,17,34.42,5.98,36.12,16.43,2.39,-8.75,39.93,6.46,2.48,58.08,1.24,1.39,5.12,6.9,1.29,4.62,0.16,2,3.82,7.72,7.91,13.29,6.07,13.86,8.29,12.73,-3.44,5.76,11.08,-9.04,21,21,18,17,17,15,15,15,14,14,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,22,22,22,22,22
Quant Flexi Cap Fund(G),Equity : Flexi Cap,6305,29.78,11.1,57.91,47.43,-3.04,-10.06,44.48,8.15,2.04,68.17,16,2,1,1,26,20,2,5,9,2,1.77,-1.32,4.46,5.14,1.78,6.03,-0.69,3.16,9.34,10.43,33,48,15,46,14,7,44,11,1,1,4.9,13.47,12.02,15.28,9.05,11.83,-7.68,5.53,16.56,-10.68,43,19,2,4,7,32,39,5,1,20,28.36,0.44,33.22,17.62,9.98,-5.03,36.15,4.25,1.92,52.71,2.04,1.57,4.07,7.29,1.06,4.13,0.86,2.01,1.89,6.8,7.86,12.89,4.95,11.62,6.35,12.91,-4.01,2.6,11.24,-10.26,39,33,29,26,26,23,21,21,19,18,48,48,48,48,48,47,47,47,46,46,35,35,39,39,41,43,45,46,47,48
Nippon India Floating Rate Fund(G),Debt : Floater,2566,7.17,3.77,3.73,11.31,9.02,5.84,5.95,9.04,8.63,9.75,8,9,4,1,1,5,4,2,3,1,0.82,0.7,0.88,0.57,0.7,0.48,0.76,0.69,0.64,0.57,4,6,8,12,5,9,9,3,3,7,2.42,1.75,2.1,1.53,1.76,2.18,1.52,1.6,1.16,-0,4,12,4,7,10,2,12,3,10,9,7.31,4.08,3.68,9.03,8.39,6.77,6.47,8.55,8.1,8.96,0.74,0.72,0.89,0.65,0.7,0.52,0.78,0.67,0.59,0.62,2.36,1.88,2.05,1.57,1.93,1.97,1.65,1.49,1.56,0.11,12,12,8,7,6,5,5,5,5,5,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,13,13,13,13,13
Bandhan Money Manager Fund-Reg(G),Debt : Money Market,1052,6.66,4.02,2.94,5.02,6.68,6.23,6.03,8.13,8.32,8.65,19,17,14,15,14,12,12,3,9,11,0.63,0.54,0.6,0.53,0.56,0.54,0.69,0.57,0.58,0.51,15,16,21,16,20,20,17,19,19,20,1.78,1.64,1.84,1.54,1.55,1.75,1.66,1.42,1.07,0.58,19,19,18,21,19,18,18,19,17,16,7.05,4.47,3.48,5.76,7.85,6.86,6.6,7.81,8.31,8.96,0.63,0.54,0.65,0.54,0.59,0.58,0.71,0.6,0.61,0.55,1.84,1.72,1.93,1.66,1.65,1.83,1.73,1.56,1.19,0.68,21,19,17,16,14,13,13,13,13,13,22,22,22,22,22,22,22,22,22,22,19,19,21,21,21,21,22,22,22,22
Nippon India Power & Infra Fund(G),Equity : Sectoral - Energy / Power,2452,58,10.91,48.88,10.81,-2.89,-21.08,61.74,0.08,0.33,50.84,1,1,1,3,3,3,1,3,1,1,2.52,-2.28,2.53,7.78,5.2,5.6,1.94,3.84,6.81,9.8,1,5,4,1,1,3,2,1,1,2,2.72,19.73,13.06,17.61,14.58,16.05,1.03,5.76,18.36,-8.29,4,1,1,1,1,1,1,3,1,1,38.95,7.37,46.11,17.65,3.75,-17.32,45.73,21.49,-0.68,48.81,1.83,-0.13,4.21,4.73,2.67,6.63,1.3,2.24,4.75,9.68,5.65,14.64,8.67,15.45,10.7,10.11,-1.55,9.26,12.06,-15.1,3,3,3,3,3,3,3,3,2,2,5,5,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4
Nippon India Ultra Short Duration Fund(G),Debt : Ultra Short Duration,2615,6.69,4.59,7.78,4.87,0.88,7.32,5.81,6.81,7.64,8.43,13,4,1,15,17,8,11,12,12,12,0.6,0.52,0.65,0.53,0.58,0.59,0.69,0.58,0.58,0.53,14,15,5,12,8,12,7,11,13,14,1.78,1.7,1.86,1.58,1.6,1.72,1.63,1.48,1.22,0.77,13,10,11,13,13,11,12,12,4,3,6.63,4.28,3.59,5.23,7.27,5.52,6.56,8.18,8.37,9.56,0.6,0.53,0.62,0.53,0.56,0.58,0.65,0.58,0.57,0.53,1.75,1.68,1.82,1.59,1.58,1.7,1.62,1.48,1.16,0.67,24,24,23,21,17,13,13,13,13,13,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
Aditya Birla SL Balanced Advantage Fund(G),Hybrid : Dynamic Asset Allocation,1713,16.54,4.19,13.41,15.36,8.12,0.74,15.22,16.31,3.61,27.73,18,8,10,5,11,9,8,1,7,7,1.93,1.21,3.08,4.32,0.95,2.38,0.93,1.11,0.77,4.54,5,16,11,9,8,9,15,24,21,14,6.33,7.81,2.84,6.33,3.14,7.92,-1.53,3.13,5.89,-3.95,6,5,24,23,17,14,13,8,12,9,18.6,3.87,13.88,12.21,7.7,1.12,20.1,5.49,3.55,34.53,1.14,1.15,2.9,3.78,0.63,2.06,0.73,1.54,1.7,4.64,5.26,6.58,4.04,7.63,4.16,7.8,-1.48,2.64,6.26,-4.74,24,22,19,19,16,14,12,11,11,8,33,32,32,32,32,32,31,30,30,28,22,22,24,24,25,26,27,30,32,32
Bandhan Small Cap Fund-Reg(G),Equity : Small Cap,42342,53.6,-6.13,52.45,-,-,-,-,-,-,-,2,22,19,-,-,-,-,-,-,-,2.89,6.31,7.92,9.38,-0.16,9.69,-2.27,-0.89,8.06,7.76,8,1,1,12,18,3,16,15,2,2,18.03,19.78,4.66,16.32,16.69,19.33,-5.17,-0.56,12.58,-10.73,1,9,3,3,1,4,22,17,21,17,41.08,1.3,62.64,30.35,-0.96,-16.72,49.29,6.2,10.26,76.99,2.09,1.84,4.71,9.01,0.57,8.04,-1.98,-0.79,4.25,4.34,8.87,18.45,1.38,11.85,11.12,17.15,-3.19,0.84,14.98,-9.56,24,23,22,-,-,-,-,-,-,-,28,28,28,27,27,27,27,27,27,26,23,23,23,24,24,24,24,27,27,28
HDFC Credit Risk Debt Fund-(G),Debt : Credit Risk,21538,6.62,3.71,6.98,10.91,8.65,5.36,6.57,10.96,9.01,-,9,10,5,1,4,10,10,3,6,-,0.81,1,0.85,0.5,0.74,0.26,0.76,0.73,0.85,0.66,7,3,2,11,12,11,5,5,4,9,2.69,1.5,2.37,1.56,1.48,1.96,1.47,1.6,1.73,-0.79,4,14,4,10,11,6,11,5,3,13,7.68,13.27,7.81,0.66,0.84,4.72,7.21,10.45,9.13,11.05,0.78,0.75,0.74,0.59,0.84,0.26,0.71,0.73,0.69,0.66,2.28,1.71,2.15,2.26,1.48,1.95,1.78,1.55,1.58,-0.57,15,15,15,15,15,14,13,13,10,-,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
Edelweiss Mid Cap Fund-Reg(G),Equity : Mid Cap,3790,38.42,2.36,50.26,26.43,5.15,-15.7,52.25,2.49,9.38,83.36,13,12,7,5,9,17,2,14,8,4,2.06,3.46,3.81,10.56,3.33,6.29,-0.46,1.47,4.3,6.22,16,1,22,4,9,14,24,13,9,10,9.62,21.43,5.34,14.28,8.38,14.96,-2.78,0.19,16.59,-9.45,7,5,13,5,23,20,10,16,7,15,36.87,2.52,44.05,24.02,3.22,-11.45,42.34,4.33,8.82,71.5,2.22,1.05,4.61,8.74,2.53,6.33,0.25,1.23,3.21,5.51,8.06,18.54,4.75,11.82,10.1,15.84,-4.03,0.51,15.09,-9.11,30,25,24,23,22,21,20,20,20,19,30,30,30,30,30,30,30,30,30,30,25,25,27,30,30,30,30,30,30,30
Kotak Multi Asset Allocation Fund-Reg(G),Hybrid : Multi Asset Allocation,48028,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.88,1.16,2.69,4,2.04,3.71,1.87,0.85,1.55,4.94,11,14,9,7,2,4,8,15,9,9,5.84,10.05,4.33,9.43,-,-,-,-,-,-,13,2,10,6,-,-,-,-,-,-,21.32,5.47,22.74,16.54,9.66,0.29,16,8.26,2.67,22.92,1.89,1.3,2.35,3.54,1.06,3.02,1.62,1.48,1.65,4.44,5.64,7.8,4.96,8.51,4.09,7.59,-0.97,4.17,6.96,-6.15,-,-,-,-,-,-,-,-,-,-,25,25,25,24,24,24,22,20,17,17,-,-,-,-,-,-,17,17,24,25
Bandhan ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),7433,28.3,4.2,49.2,18.7,1.95,-9.4,53.35,0.42,6.9,42.21,26,23,12,20,43,30,2,29,5,22,1.63,0.7,4.69,6.47,-0.21,2.53,0.58,1.99,2.85,5.76,37,46,18,46,49,52,34,24,18,38,7.14,8.94,5.5,9,6.93,13.23,-2.79,4.02,11.45,-10.63,37,53,21,51,21,24,18,19,26,40,29.71,2.67,38.39,17.65,6.68,-8.9,37.92,5.23,3.06,50.41,1.74,1.61,3.92,7.48,0.73,4.7,0.22,1.48,2.07,6.39,7.43,13.37,3.83,11.5,6.42,13.39,-3.69,2.59,12.14,-9.4,57,54,54,54,51,44,39,35,28,27,59,59,59,59,59,59,59,59,59,59,54,54,54,57,58,59,59,59,59,59
Bandhan CRISIL IBX Gilt June 2027 Index Fund-Reg(G),Debt : Gilt,45412,7.33,1.8,-,-,-,-,-,-,-,-,12,18,-,-,-,-,-,-,-,-,0.73,0.71,0.91,0.73,0.91,0.18,0.57,0.48,0.71,1.06,35,31,17,15,30,6,31,33,29,27,2.36,1.83,1.76,2.12,1.14,1.99,1.89,1.95,1.3,-2.01,33,14,31,5,9,28,10,2,16,22,7.05,2.28,2.23,11.35,10.62,6.4,2.17,15.44,5.97,17.22,1.29,0.92,0.89,0.72,1.46,-0.36,0.71,1,0.9,1.16,3.12,1.82,2.63,1.88,1.01,2.22,1.77,1.54,1.62,-1.02,35,23,-,-,-,-,-,-,-,-,36,36,36,35,35,35,35,35,35,35,23,23,24,35,35,35,35,35,35,36
Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight,Debt : ETFs,45426,7.13,2.34,-,-,-,-,-,-,-,-,10,8,-,-,-,-,-,-,-,-,0.69,0.65,0.82,0.66,0.71,0.49,0.57,0.74,0.64,0.78,17,16,15,2,14,10,18,10,11,12,2.18,1.88,1.96,1.84,1.44,1.81,1.85,2,1.59,-2.06,15,1,10,7,6,14,5,8,7,7,7.18,2.45,3.11,7.53,7.78,6.58,1.94,10.71,7.02,7.85,0.91,0.76,0.94,0.53,0.94,0.09,0.69,0.64,0.61,0.9,2.61,1.57,1.9,1.78,1.23,2.36,1.63,1.92,1.65,-1.57,16,15,-,-,-,-,-,-,-,-,30,29,27,27,26,26,25,25,22,22,15,15,15,16,17,17,19,22,26,27
Franklin India ELSS Tax Saver Fund(G),Equity : Tax Saving (ELSS),957,31.21,5.4,36.7,9.81,5.13,-3.03,29.11,4.72,4.05,56.92,18,14,19,48,35,9,34,18,11,4,1.93,1.66,4.6,7.2,0.8,3.84,0.62,2.4,2.42,7.88,32,33,20,36,28,38,33,14,25,8,8.39,12.19,5.52,13.02,8.87,11.66,-4.5,5.34,12.1,-9.03,20,40,20,15,13,44,37,8,20,24,29.71,2.67,38.39,17.65,6.68,-8.9,37.92,5.23,3.06,50.41,1.74,1.61,3.92,7.48,0.73,4.7,0.22,1.48,2.07,6.39,7.43,13.37,3.83,11.5,6.42,13.39,-3.69,2.59,12.14,-9.4,57,54,54,54,51,44,39,35,28,27,59,59,59,59,59,59,59,59,59,59,54,54,54,57,58,59,59,59,59,59
Sundaram Large and Mid Cap Fund(G),Equity : Large & Mid Cap,2947,26.85,-1.33,42.05,7.61,10.31,0.42,36.11,7.56,3.46,48.88,20,17,6,25,9,1,13,10,10,8,2.24,1.59,3.46,7.12,1.7,4.14,1.41,1.9,0.2,6.68,12,16,24,20,10,16,11,16,26,12,7.46,13.46,3.55,11.59,5.91,13.24,-5.22,2.09,12.94,-11.63,19,19,20,14,17,14,22,17,8,22,29.97,1.67,37.71,16.05,8.72,-6.96,38.13,6.54,4.76,51.58,2,1.67,4.17,7.63,1.47,4.68,0.95,1.9,2.52,6.49,8.03,14.33,5.41,11.54,7,13.56,-4.1,2.75,12.11,-9.73,26,26,26,25,21,20,20,20,18,18,29,29,29,29,29,29,29,27,27,26,26,26,26,26,26,26,26,27,29,29
Kotak Equity Savings Fund(G),Hybrid : Equity Oriented,30690,15.67,6.8,11.09,10.39,7.76,4.21,14.02,6.47,6.44,-,32,7,43,33,24,2,30,14,7,-,0.64,1.42,2.39,2.18,0.74,1.51,1.21,1.19,1.28,3.29,45,19,30,46,26,38,11,29,24,36,4.51,4.49,3.73,6.2,3.35,5.22,0.16,3.19,3.46,-1.49,30,42,21,32,30,41,6,16,46,5,17.14,2.68,19.47,11.86,7.41,-1.41,20.48,6.33,3.95,34.33,1.22,1.12,2.66,4.13,0.73,2.25,0.78,1.31,1.39,4.01,5.08,7.27,3.53,6.66,3.81,7.43,-1.57,2.69,6.24,-5.36,54,54,52,51,46,38,36,33,29,-,55,55,55,55,55,55,55,55,55,55,54,54,54,54,54,54,55,55,55,55
Nippon India Short Term Fund(G),Debt : Short Duration,2664,6.82,3.2,4.42,9.48,9.35,5.51,5.69,9.78,8.12,11.33,9,11,3,14,8,17,15,6,13,4,0.86,0.67,0.91,0.55,0.78,0.27,0.7,0.67,0.64,0.79,6,6,5,9,18,11,4,9,6,11,2.46,1.61,2.02,1.75,1.37,2.06,1.48,1.59,1.29,-0.72,5,13,5,6,10,4,20,8,8,17,6.61,4.41,3.99,8.31,6.48,6.03,6.11,9.53,8.17,10.24,0.8,0.62,0.83,0.51,0.76,0.27,0.61,0.63,0.58,0.75,2.26,1.56,1.84,1.61,1.34,1.89,1.61,1.84,1.21,-0.47,24,23,21,21,20,19,19,19,19,19,26,26,26,26,26,26,25,25,25,25,23,23,24,24,25,25,25,25,26,26
ICICI Pru Nifty Next 50 Index Fund(G),Equity : Index Funds,11889,26.33,0.08,29.5,14.25,0.6,-8.75,45.67,7.61,6.19,43.62,42,41,11,25,20,19,1,1,1,1,2.29,0.74,4.58,5.93,4.05,6.99,2.81,6.72,3.65,11.02,42,78,56,95,17,23,4,7,37,9,7.76,17.93,13.72,18.38,2.96,15.67,-10.4,-0.57,16.14,-11.16,30,22,3,10,51,21,76,67,11,55,29.98,2.66,27.92,15.29,10.42,2.32,30.41,3.53,-2.91,32.32,1.79,0.97,4.58,7.01,1.09,4.2,0.35,2.01,2.8,8.19,7.71,12.71,5.3,13.6,6.58,13.85,-5.4,3.7,11.74,-10.24,86,52,34,30,21,20,18,18,18,18,136,131,125,124,120,115,113,107,105,103,67,68,78,86,86,95,101,105,115,125
BHARAT Bond FOF - April 2030 -Reg(G),FoFs : Domestic,44426,7.03,3.62,5.18,13.05,-,-,-,-,-,-,42,20,25,14,-,-,-,-,-,-,1.2,0.13,1.24,1.06,0.99,-0.21,0.75,1.12,0.7,0.83,47,55,39,41,22,51,35,28,36,43,2.59,1.85,2.59,1.45,1.15,2.72,1.54,2.27,2.6,-2.2,49,48,39,52,49,39,13,35,34,9,18.68,3.98,19,11.35,6.8,1.84,15.91,9.43,4.31,24.92,2.08,1.28,2.03,3.01,2.24,2.93,1.73,1.03,1.17,3.84,5.41,8.25,3.92,7.22,4.04,6.72,-0.47,4.53,5.56,-5.62,52,41,32,26,-,-,-,-,-,-,60,59,57,57,56,56,55,55,53,53,46,47,49,52,52,53,53,53,56,57
Nippon India ETF Nifty Bank BeES,Equity : ETFs,267,13.15,21.83,13.65,-4.27,18.72,6.65,41.06,7.79,-9.2,65.6,115,9,66,55,4,13,8,7,22,3,3.14,-0.17,-1.49,6.91,-0.32,4.8,2.15,0.26,-4.76,8.55,34,131,149,69,101,52,35,126,130,44,1.43,11.69,-2.47,8.28,-0.15,10.81,-5.56,11.21,15.75,-7.63,144,51,131,126,115,97,89,12,29,21,28.47,3.94,27.55,13.11,8.95,0.95,32.5,5.06,-4.48,36.67,2.1,1.16,4.77,6.69,0.76,2.72,0.73,2.68,1.58,8,8.24,10.43,5.13,12.17,5.33,12.52,-3.29,4.87,9.9,-9.47,122,93,72,61,53,47,43,37,25,20,161,157,154,151,149,149,147,145,141,141,103,103,117,122,129,129,138,141,149,154
SBI Magnum Medium Duration Fund-Reg(G),Debt : Medium Duration,2778,7.24,3.42,3.85,12.27,11.05,6.19,7.64,14.05,6.63,16.53,2,4,9,1,1,3,1,1,9,1,0.95,0.73,0.83,0.6,0.89,0.21,0.69,0.75,0.63,0.73,8,8,16,15,12,16,5,8,19,24,2.53,1.71,2.09,1.61,1.38,2.35,1.71,1.86,1.51,-0.8,10,20,7,25,7,1,7,6,7,4,6.77,4,5.17,6.23,5.1,5.27,6.36,11.17,7.61,13.13,0.81,0.69,0.84,0.61,0.84,0.27,0.62,0.7,0.66,0.84,2.35,1.73,1.99,1.77,1.24,1.98,1.63,1.71,2.25,-1.39,23,15,14,13,13,13,13,13,11,8,30,30,30,30,30,30,30,30,30,30,19,19,21,23,30,30,30,30,30,30
SBI Magnum Global Fund-Reg(G),Equity : Thematic - MNC,2766,23.5,-5.69,39.64,19.88,5.61,-10.03,41.95,-2,7.92,66.56,2,4,2,2,1,3,1,1,3,2,1.83,-0.61,3.41,5.83,1.92,0.87,-0.26,-2.38,0.13,3.14,5,3,4,4,4,5,4,5,4,5,4.66,8.8,-2.51,3.57,5.76,12.13,0.55,-2.89,13.52,-7.99,5,5,5,5,3,4,1,4,1,4,23.93,-3.1,29.13,18.41,2.88,-4.98,39.09,-2.88,12.72,66.8,2.85,-0.48,4.09,7.28,3.3,3.25,0.24,0.15,0.58,4.4,6.54,14.46,0.99,6.49,5.95,12.79,-2.82,-1.75,10.67,-5.97,4,4,4,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5
ICICI Pru Manufacturing Fund(G),Equity : Thematic,32077,47.2,7.68,45.19,13.64,1.57,-,-,-,-,-,5,10,6,13,12,-,-,-,-,-,2.38,-2.67,3.38,7.11,4.7,4.34,3.09,3.99,4.81,8.33,34,68,55,29,6,27,5,7,15,16,3.01,17.02,12.35,16.35,10.3,15.45,-0.65,4.91,9.3,-5.82,65,9,10,10,11,4,4,15,32,5,31.97,3.2,37.07,18.21,8.82,-11.29,32.01,8.1,1.22,44.11,2.25,0.92,4.76,6.73,1.75,4.75,0.83,2.26,3.51,7.52,7.92,13.78,6.77,13.21,7.94,12.72,-3.47,3.89,11.49,-10.34,42,36,28,19,12,-,-,-,-,-,76,71,70,62,61,60,57,56,56,54,37,38,40,42,43,46,52,56,60,70
Aditya Birla SL Pure Value Fund(G),Equity : Value / Contra,4453,43.02,3.49,34.45,15.6,-10.69,-23.47,56.04,8.99,4.15,99,2,17,9,7,17,15,2,5,5,1,1.18,2.31,6.36,8.38,-2.63,4.8,-1.08,1.54,4.43,6.38,15,5,5,3,22,10,21,15,5,19,10.1,10.59,4.89,13.02,14.62,14.89,-3.9,5.5,12.93,-11.2,7,18,15,14,1,4,12,12,3,19,34.42,5.98,36.12,16.43,2.39,-8.75,39.93,6.46,2.48,58.08,1.24,1.39,5.12,6.9,1.29,4.62,0.16,2,3.82,7.72,7.91,13.29,6.07,13.86,8.29,12.73,-3.44,5.76,11.08,-9.04,21,21,18,17,17,15,15,15,14,14,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,22,22,22,22,22
Bandhan Arbitrage Fund-Reg(G),Hybrid : Arbitrage,2854,7.13,4.11,3.55,3.82,6.15,6.26,5.54,6.33,7.38,8.53,10,9,15,15,8,3,8,13,11,4,0.5,0.56,0.6,0.64,0.58,0.66,0.61,0.56,0.84,0.6,13,10,5,12,8,12,12,14,12,11,1.67,1.9,2.02,1.6,1.86,1.8,1.68,1.41,0.87,0.92,7,9,15,10,16,4,6,7,7,16,6.94,3.96,3.44,3.95,5.89,5.62,5.55,6.57,7.61,8.37,0.49,0.56,0.57,0.62,0.57,0.65,0.6,0.55,0.82,0.58,1.62,1.85,1.98,1.57,1.86,1.73,1.6,1.32,0.81,0.98,24,24,24,22,19,16,16,14,14,10,26,26,26,26,26,26,26,26,26,26,24,24,24,24,24,24,25,26,26,26
SBI Automotive Opportunities Fund-Reg(G),Equity : Sectoral - Auto,48475,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.46,0.33,4.31,-,-,-,-,-,-,-,5,3,8,-,-,-,-,-,-,-,7.23,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,42.82,14.69,24.34,11.02,-8.74,-19.52,39.61,4.78,5.72,103.96,2.54,-0.35,5.03,7.82,3.69,5.19,3.26,4.36,4.34,5.59,7.32,17.56,12.44,13.42,7.21,21.27,-3.24,-1.4,9.97,7.91,-,-,-,-,-,-,-,-,-,-,8,8,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
ICICI Pru Gilt Fund(G),Debt : Gilt,1606,8.26,3.66,3.76,12.63,10.82,6.77,2.06,18.17,5.53,17.98,1,2,2,7,10,9,10,1,15,7,0.93,0.81,0.92,0.45,1.35,-0.25,0.81,0.84,0.61,0.75,28,25,16,33,22,15,9,23,33,34,2.68,1.56,2.28,1.69,2,2.48,1.85,1.22,3.4,-0.78,27,34,24,28,1,9,14,22,1,10,7.05,2.28,2.23,11.35,10.62,6.4,2.17,15.44,5.97,17.22,1.29,0.92,0.89,0.72,1.46,-0.36,0.71,1,0.9,1.16,3.12,1.82,2.63,1.88,1.01,2.22,1.77,1.54,1.62,-1.02,35,23,21,21,21,21,21,21,21,20,36,36,36,35,35,35,35,35,35,35,23,23,24,35,35,35,35,35,35,36
ICICI Pru Midcap Fund(G),Equity : Mid Cap,1499,32.75,3.11,44.82,19.11,-0.61,-10.78,42.9,4.83,5.09,86.96,22,10,12,17,19,7,10,10,19,3,2.74,-0.63,3.21,8.03,4.71,5.57,0.89,0.91,5.63,6.38,8,27,26,21,3,19,7,20,4,9,5.36,19.41,7.54,15.14,9.33,12.75,-6.47,1.8,13.46,-8.06,28,11,4,3,17,28,28,7,19,6,36.87,2.52,44.05,24.02,3.22,-11.45,42.34,4.33,8.82,71.5,2.22,1.05,4.61,8.74,2.53,6.33,0.25,1.23,3.21,5.51,8.06,18.54,4.75,11.82,10.1,15.84,-4.03,0.51,15.09,-9.11,30,25,24,23,22,21,20,20,20,19,30,30,30,30,30,30,30,30,30,30,25,25,27,30,30,30,30,30,30,30
HSBC Corporate Bond Fund-Reg(G),Debt : Corporate Bond,631,6.45,2.22,3.76,12.39,12.62,6,1.59,12.45,4.48,12.58,15,18,8,1,1,9,13,2,12,3,0.9,0.75,0.95,0.54,0.88,0.16,0.6,0.87,0.69,0.71,15,6,1,9,5,21,20,3,1,13,2.62,1.59,2.17,1.52,1.14,2.22,1.42,1.95,1.82,-2.03,10,16,6,17,21,3,18,2,3,19,6.73,3.1,3.56,10.54,8.94,6.11,5.55,10.48,7.71,11.16,0.92,0.71,0.88,0.53,0.85,0.26,0.7,0.73,0.62,0.72,2.54,1.64,2.06,1.58,1.44,2.01,1.54,1.59,1.36,-0.76,20,20,18,18,17,14,13,12,12,11,21,21,21,21,21,21,21,21,21,21,20,20,20,20,21,21,21,21,21,21
PGIM India Flexi Cap Fund-Reg(G),Equity : Flexi Cap,31642,19.94,-6.42,43.49,35.87,10.05,-7.94,36.62,-0.59,-,-,38,29,4,2,15,17,12,19,-,-,2.65,2.49,3.13,8.56,-1.84,2.88,1.04,2.18,-0.62,5.84,15,12,39,10,48,38,23,24,43,36,8.5,9.64,2.6,9.18,1.71,11.42,-3.07,2.26,9.82,-12.1,16,42,37,41,43,38,10,24,30,27,28.36,0.44,33.22,17.62,9.98,-5.03,36.15,4.25,1.92,52.71,2.04,1.57,4.07,7.29,1.06,4.13,0.86,2.01,1.89,6.8,7.86,12.89,4.95,11.62,6.35,12.91,-4.01,2.6,11.24,-10.26,39,33,29,26,26,23,21,21,-,-,48,48,48,48,48,47,47,47,46,46,35,35,39,39,41,43,45,46,47,48
Bandhan Core Equity Fund-Reg(G),Equity : Large & Mid Cap,2858,36.24,6.93,34.08,12.94,3.69,-5.11,37.29,7.99,5.21,28.62,3,7,19,18,18,7,12,9,8,17,1.47,3.13,5.94,6.59,1.65,6.02,0.64,2.01,5.09,7.3,21,3,2,22,11,6,20,15,3,7,10.87,14.88,7.9,13.83,9.92,13.25,-3.86,5.6,12.76,-9.01,3,10,6,3,1,13,12,4,10,12,29.97,1.67,37.71,16.05,8.72,-6.96,38.13,6.54,4.76,51.58,2,1.67,4.17,7.63,1.47,4.68,0.95,1.9,2.52,6.49,8.03,14.33,5.41,11.54,7,13.56,-4.1,2.75,12.11,-9.73,26,26,26,25,21,20,20,20,18,18,29,29,29,29,29,29,29,27,27,26,26,26,26,26,26,26,26,27,29,29
Axis Multicap Fund-Reg(G),Equity : Multi Cap,45362,36.4,-1.79,-,-,-,-,-,-,-,-,5,18,-,-,-,-,-,-,-,-,3.35,3.17,4.52,8.57,2.76,3.84,0.28,3.18,2.59,6.56,8,8,16,6,6,26,20,4,17,15,11.45,15.85,6.15,13.94,7.73,16.17,-4.35,1.33,12.96,-12.02,3,7,13,4,15,3,17,21,11,23,29.3,1.54,36.94,15.88,9.81,-6.6,39.26,2.92,2.93,53.63,2.17,1.98,4.25,7.53,0.83,4.64,0.57,1.38,2.68,6.26,8.64,13.46,4.76,11.46,7.24,13.41,-4.24,2.53,12.28,-9.9,29,27,-,-,-,-,-,-,-,-,39,39,38,37,37,37,37,37,36,36,28,28,28,29,32,32,35,36,37,38
