MF Code,incept_date,schemecode,sdx_returns,sharpex_returns,sotinox_returns,betax_returns,alphax_returns,treynorx_returns,sdy_returns,sharpey_returns,sotinoy_returns,betay_returns,alphay_returns,treynory_returns,rank_sd,rank_sharpe,rank_sotino,rank_beta,rank_alpha,rank_treynor,index_name,s_name,avg_std_dev,avg_sharpe,avg_sotino,avg_beta,avg_alpha,avg_treyno,no_of_funds_total
HSBC Multi Cap Fund-Reg(G),2023-01-30,47272,16.82,2.14,3.07,1.0,16.46,36.04,1.06,0.14,0.19,1.0,0.07,0.14,32,16,20,30,8,14,Nifty500 Multicap 50:25:25 - TRI,HSBC Multi Cap Fund-Reg(G),14.74,2.07,3.04,0.91,12.25,33.15,36
WOC Flexi Cap Fund-Reg(G),2022-08-02,46367,13.95,2.11,3.05,0.91,11.54,32.23,0.88,0.13,0.19,0.91,0.05,0.13,17,18,20,15,21,18,BSE 500 - TRI,WOC Flexi Cap Fund-Reg(G),14.68,2.02,2.98,0.94,11.13,31.53,45
HSBC Banking and PSU Debt Fund-Reg(G),2007-09-20,916,0.5,6.84,14.66,0.18,2.75,19.35,0.03,0.43,0.92,0.18,0.01,0.08,1,6,5,5,14,6,NIFTY Banking and PSU Debt Index,HSBC Banking and PSU Debt Fund-Reg(G),0.71,5.77,11.63,0.3,2.77,14.73,25
Baroda BNP Paribas Balanced Advantage Fund-Reg(G),2018-11-14,38263,9.76,2.04,2.88,1.78,13.05,11.19,0.61,0.13,0.18,1.78,0.05,0.04,21,19,20,22,8,22,BSE 200,Baroda BNP Paribas Balanced Advantage Fund-Reg(G),8.71,2.13,3.13,1.52,12.42,12.87,28
UTI ELSS Tax Saver Fund-Reg(G),2005-08-01,3462,12.55,2.0,3.14,0.85,8.54,29.66,0.79,0.13,0.2,0.85,0.03,0.12,7,27,16,17,39,34,NIFTY 500 - TRI,UTI ELSS Tax Saver Fund-Reg(G),14.61,1.97,2.91,0.91,10.82,31.54,59
Aditya Birla SL MNC Fund-Reg(G),1999-12-27,425,11.9,2.1,3.23,0.59,13.33,42.11,0.75,0.13,0.2,0.59,0.05,0.17,4,2,2,4,1,1,NIFTY MNC - TRI,Aditya Birla SL MNC Fund-Reg(G),11.16,1.71,2.68,0.57,8.16,33.4,5
Aditya Birla SL Nifty SDL Apr 2027 Index Fund-Reg(G),2022-01-28,46112,0.67,6.67,16.48,0.24,3.55,18.62,0.04,0.42,1.04,0.24,0.01,0.07,7,5,2,9,16,13,Nifty SDL Apr 2027 Index,Aditya Birla SL Nifty SDL Apr 2027 Index Fund-Reg(G),1.16,4.71,10.28,0.48,2.9,12.91,52
UTI Large & Mid Cap Fund-Reg(G),2009-05-20,16672,13.67,2.61,3.85,0.89,18.22,39.97,0.86,0.16,0.24,0.89,0.07,0.16,5,1,2,7,4,4,NIFTY LargeMidcap 250 - TRI,UTI Large & Mid Cap Fund-Reg(G),15.24,2.1,3.06,0.94,13.17,33.64,26
Sundaram Services Fund-Reg(G),2018-09-21,37849,12.93,2.01,2.96,0.84,9.48,30.79,0.81,0.13,0.19,0.84,0.04,0.12,17,27,29,17,39,37,Nifty Services Sector - TRI,Sundaram Services Fund-Reg(G),15.92,2.07,3.1,0.93,13.57,34.29,53
HDFC Medium Term Debt Fund(G),2002-02-06,1278,0.86,5.11,9.25,0.43,2.67,10.13,0.05,0.32,0.58,0.43,0.01,0.04,18,17,20,19,21,20,NIFTY Medium Duration Debt Index,HDFC Medium Term Debt Fund(G),0.83,5.57,12.1,0.35,2.85,18.32,30
UTI Multi Asset Allocation Fund-Reg(G),2008-12-17,7143,8.38,3.38,5.28,1.36,23.06,20.82,0.53,0.21,0.33,1.36,0.09,0.08,7,3,3,9,2,3,CRISIL Composite Bond Index,UTI Multi Asset Allocation Fund-Reg(G),8.9,2.41,3.7,1.49,15.76,0.39,17
HDFC Nifty 50 ETF,2015-12-09,33325,13.47,1.69,2.61,0.99,3.83,22.98,0.85,0.11,0.16,0.99,0.02,0.09,44,87,90,67,97,95,NIFTY 50 - TRI,HDFC Nifty 50 ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Kotak India EQ Contra Fund(G),2005-07-27,1973,15.52,2.36,3.4,1.01,16.81,36.34,0.98,0.15,0.21,1.01,0.07,0.14,12,8,8,14,8,9,NIFTY 500 - TRI,Kotak India EQ Contra Fund(G),15.48,2.22,3.26,0.98,14.56,35.09,22
HDFC Defence Fund-Reg(G),2023-06-02,46585,28.66,1.91,2.75,1.3,29.41,42.29,1.81,0.12,0.17,1.3,0.12,0.17,53,34,36,49,1,7,Nifty India Defence - TRI,HDFC Defence Fund-Reg(G),15.92,2.07,3.1,0.93,13.57,34.29,53
Kotak Gilt Fund-PF&Trust(G),2003-11-11,2040,2.59,2.14,3.52,1.33,0.3,4.16,0.16,0.13,0.22,1.33,0.0,0.02,29,34,34,27,35,34,Nifty All Duration G-Sec Index,Kotak Gilt Fund-PF&Trust(G),1.92,3.29,6.51,0.98,1.67,6.84,35
Kotak Gilt Fund-Reg(G),1998-12-29,2042,2.59,2.14,3.52,1.33,0.3,4.16,0.16,0.13,0.22,1.33,0.0,0.02,30,35,35,26,34,35,Nifty All Duration G-Sec Index,Kotak Gilt Fund-Reg(G),1.92,3.29,6.51,0.98,1.67,6.84,35
Nippon India Equity Hybrid Fund(G),2005-06-10,2660,10.57,2.14,3.12,1.71,16.05,13.23,0.67,0.14,0.2,1.71,0.06,0.05,39,31,32,41,12,31,CRISIL Hybrid 35+65 - Aggressive Index,Nippon India Equity Hybrid Fund(G),7.87,2.17,3.3,1.25,12.62,14.78,53
Invesco India Multicap Fund(G),2008-03-17,4256,15.13,2.19,3.21,0.9,15.47,36.82,0.95,0.14,0.2,0.9,0.06,0.15,23,12,11,15,11,11,Nifty500 Multicap 50:25:25 - TRI,Invesco India Multicap Fund(G),14.74,2.07,3.04,0.91,12.25,33.15,36
Quant Infrastructure Fund(G),2007-08-26,881,22.11,1.88,2.74,1.23,17.49,33.79,1.39,0.12,0.17,1.23,0.07,0.13,19,14,12,19,10,13,Nifty Infrastructure - TRI,Quant Infrastructure Fund(G),19.36,2.03,2.84,1.1,17.6,35.7,19
UTI Transportation & Logistics Fund-Reg(G),2004-04-16,3435,16.22,1.98,3.16,0.9,14.44,35.58,1.02,0.12,0.2,0.9,0.06,0.14,3,5,5,4,5,5,Nifty Transportation & Logistics - TRI,UTI Transportation & Logistics Fund-Reg(G),16.33,2.11,3.38,0.92,17.04,38.65,5
Bajaj Finserv Flexi Cap Fund-Reg(G),2023-08-14,48061,13.15,2.36,3.4,0.82,14.92,37.77,0.83,0.15,0.21,0.82,0.06,0.15,10,9,7,3,13,8,BSE 500 - TRI,Bajaj Finserv Flexi Cap Fund-Reg(G),14.68,2.02,2.98,0.94,11.13,31.53,45
Quant Large & Mid Cap Fund(G),2006-12-11,874,17.8,2.06,3.03,1.01,16.93,36.36,1.12,0.13,0.19,1.01,0.07,0.14,23,15,15,22,5,8,NIFTY LargeMidcap 250 - TRI,Quant Large & Mid Cap Fund(G),15.24,2.1,3.06,0.94,13.17,33.64,26
Bajaj Finserv Liquid Fund-Reg(G),2023-07-05,48041,0.07,11.38,5.42,0.0,0.73,-297.21,0.0,0.72,0.34,0.0,0.0,-1.18,7,7,29,12,27,8,Nifty Liquid Fund Index,Bajaj Finserv Liquid Fund-Reg(G),0.09,10.74,6.95,0.0,0.91,-386.2,37
Bandhan Ultra Short Term Fund-Reg(G),2018-07-18,40482,0.31,10.68,21.62,0.02,3.18,132.07,0.02,0.67,1.36,0.02,0.01,0.52,19,8,11,23,9,22,NIFTY Ultra Short Duration Debt Index,Bandhan Ultra Short Term Fund-Reg(G),0.3,10.08,20.95,0.01,2.94,202.13,24
Edelweiss Large & Mid Cap Fund-Reg(G),2007-06-14,1956,15.29,2.1,3.1,0.99,12.78,32.53,0.96,0.13,0.2,0.99,0.05,0.13,15,13,13,21,14,14,NIFTY LargeMidcap 250 - TRI,Edelweiss Large & Mid Cap Fund-Reg(G),15.24,2.1,3.06,0.94,13.17,33.64,26
SBI Banking and PSU Fund-Reg(G),2009-10-09,8004,0.77,4.84,9.42,0.35,2.39,10.76,0.05,0.31,0.59,0.35,0.01,0.04,17,20,21,16,24,18,NIFTY Banking and PSU Debt Index,SBI Banking and PSU Fund-Reg(G),0.71,5.77,11.63,0.3,2.77,14.73,25
HSBC Short Duration Fund-Reg(G),2011-12-27,15772,0.69,5.54,11.26,0.33,2.55,11.69,0.04,0.35,0.71,0.33,0.01,0.05,17,13,18,17,14,13,Nifty Short Duration Debt Index,HSBC Short Duration Fund-Reg(G),0.67,5.37,11.21,0.28,2.31,-328.36,25
Kotak Focused Equity Fund-Reg(G),2019-07-16,43968,14.18,2.0,2.95,0.98,9.17,29.11,0.89,0.13,0.19,0.98,0.04,0.12,15,24,25,25,29,30,NIFTY 500 - TRI,Kotak Focused Equity Fund-Reg(G),14.74,2.07,3.04,0.91,12.25,33.15,36
HDFC Banking & Financial Services Fund-Reg(G),2021-07-01,37759,16.25,1.25,1.8,1.07,-0.58,19.05,1.02,0.08,0.11,1.07,0.0,0.08,7,11,11,9,12,11,Nifty Financial Services - TRI,HDFC Banking & Financial Services Fund-Reg(G),16.48,1.3,1.9,1.05,0.82,20.43,17
Aditya Birla SL Multi Asset Allocation Fund-Reg(G),2023-01-31,47416,9.0,2.29,3.41,1.54,14.67,13.36,0.57,0.14,0.22,1.54,0.06,0.05,9,10,11,10,11,12,BSE 200,Aditya Birla SL Multi Asset Allocation Fund-Reg(G),8.9,2.41,3.7,1.49,15.76,0.39,17
HSBC Large & Mid Cap Fund-Reg(G),2019-03-28,42701,18.94,1.84,2.6,1.08,13.86,32.46,1.19,0.12,0.16,1.08,0.06,0.13,26,20,20,25,12,15,NIFTY LargeMidcap 250 - TRI,HSBC Large & Mid Cap Fund-Reg(G),15.24,2.1,3.06,0.94,13.17,33.64,26
ICICI Pru Silver ETF,2022-01-24,46214,23.12,1.26,2.29,2.03,21.09,14.31,1.46,0.08,0.14,2.03,0.08,0.06,20,16,14,20,5,19,Silver,ICICI Pru Silver ETF,17.09,1.49,2.45,1.02,20.32,41.43,22
Canara Rob Multi Cap Fund-Reg(G),2023-07-28,46370,13.81,2.18,3.15,0.86,13.38,35.25,0.87,0.14,0.2,0.86,0.05,0.14,11,14,15,8,15,15,Nifty500 Multicap 50:25:25 - TRI,Canara Rob Multi Cap Fund-Reg(G),14.74,2.07,3.04,0.91,12.25,33.15,36
Sundaram Large Cap Fund-Reg(G),2020-10-08,44397,13.38,1.62,2.41,0.97,2.67,22.33,0.84,0.1,0.15,0.97,0.01,0.09,14,31,32,22,35,35,NIFTY 100 - TRI,Sundaram Large Cap Fund-Reg(G),13.97,1.94,2.92,0.95,8.37,28.52,36
HDFC Multi-Asset Fund(G),2005-08-17,1307,6.87,2.7,4.04,1.13,14.19,16.41,0.43,0.17,0.25,1.13,0.06,0.07,3,5,5,6,12,8,NIFTY 50 - TRI,HDFC Multi-Asset Fund(G),8.9,2.41,3.7,1.49,15.76,0.39,17
Kotak Floating Rate Fund-Reg(G),2019-05-14,42597,0.47,8.84,19.86,0.07,3.91,56.83,0.03,0.56,1.25,0.07,0.02,0.23,5,5,2,4,2,4,NIFTY Ultra Short Duration Debt Index,Kotak Floating Rate Fund-Reg(G),0.65,7.52,16.1,0.19,3.43,85.59,13
UTI Nifty Bank ETF,2020-09-03,44435,17.2,0.96,1.45,1.11,-4.69,14.92,1.08,0.06,0.09,1.11,-0.02,0.06,90,126,124,108,127,126,NIFTY BANK,UTI Nifty Bank ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
ICICI Pru Nifty 100 Low Volatility 30 ETF,2017-07-04,36395,11.03,2.51,4.37,0.68,14.69,40.8,0.69,0.16,0.28,0.68,0.06,0.16,4,12,16,15,65,30,Nifty100 Low Volatility 30 - TRI,ICICI Pru Nifty 100 Low Volatility 30 ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Sundaram Small Cap Fund(G),2005-02-15,3052,15.26,1.83,2.63,0.81,12.12,34.65,0.96,0.12,0.17,0.81,0.05,0.14,6,15,16,10,18,19,Nifty Smallcap 250 - TRI,Sundaram Small Cap Fund(G),16.44,1.9,2.74,0.83,15.09,37.85,24
Franklin India Feeder - Franklin U.S. Opportunities Fund(G),2012-02-06,16071,16.93,2.4,4.06,0.42,39.06,95.58,1.07,0.15,0.26,0.42,0.16,0.38,35,7,7,3,4,1,Russell 3000 Growth Index,Franklin India Feeder - Franklin U.S. Opportunities Fund(G),16.21,1.74,3.0,1.48,21.41,18.29,57
Motilal Oswal S&P 500 Index Fund-Reg(G),2020-04-28,44958,12.18,2.69,4.59,0.12,30.37,263.24,0.77,0.17,0.29,0.12,0.12,1.04,2,1,1,2,2,1,S&P 500 - TRI,Motilal Oswal S&P 500 Index Fund-Reg(G),16.26,1.86,3.22,0.25,23.07,155.76,8
Nippon India Retirement Fund-Wealth Creation(G),2015-02-11,17164,14.93,1.99,2.81,2.61,19.61,11.39,0.94,0.13,0.18,2.61,0.08,0.05,37,26,27,38,7,25,BSE 500 - TRI,Nippon India Retirement Fund-Wealth Creation(G),9.32,2.27,3.54,1.66,13.4,12.58,39
Mirae Asset Multicap Fund-Reg(G),2023-08-21,48089,14.18,1.94,2.79,0.89,10.11,30.95,0.89,0.12,0.18,0.89,0.04,0.12,14,26,28,13,26,25,Nifty500 Multicap 50:25:25 - TRI,Mirae Asset Multicap Fund-Reg(G),14.74,2.07,3.04,0.91,12.25,33.15,36
Mahindra Manulife Mid Cap Fund-Reg(G),2018-01-30,38444,17.85,2.13,3.02,1.02,18.09,37.4,1.12,0.13,0.19,1.02,0.07,0.15,25,19,19,26,13,20,Nifty Midcap 150 - TRI,Mahindra Manulife Mid Cap Fund-Reg(G),16.4,2.13,3.17,0.92,16.88,38.14,30
Aditya Birla SL Banking & Financial Services Fund-Reg(G),2013-12-14,24150,16.25,1.06,1.53,1.06,-3.7,16.13,1.02,0.07,0.1,1.06,-0.01,0.06,6,15,15,7,15,15,Nifty Financial Services - TRI,Aditya Birla SL Banking & Financial Services Fund-Reg(G),16.48,1.3,1.9,1.05,0.82,20.43,17
Tata Multi Asset Opp Fund-Reg(G),2020-03-04,44648,9.14,2.18,3.11,1.57,13.81,12.65,0.58,0.14,0.2,1.57,0.05,0.05,10,13,14,12,13,13,BSE 200,Tata Multi Asset Opp Fund-Reg(G),8.9,2.41,3.7,1.49,15.76,0.39,17
Mirae Asset Nifty 50 ETF,2018-11-20,41174,13.46,1.69,2.61,0.99,3.83,22.98,0.85,0.11,0.16,0.99,0.02,0.09,43,89,91,66,98,97,NIFTY 50 - TRI,Mirae Asset Nifty 50 ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Tata Multicap Fund-Reg(G),2023-02-02,47480,15.78,1.32,1.83,1.0,1.29,20.89,0.99,0.08,0.12,1.0,0.01,0.08,28,36,36,29,35,35,Nifty500 Multicap 50:25:25 - TRI,Tata Multicap Fund-Reg(G),14.74,2.07,3.04,0.91,12.25,33.15,36
ICICI Pru Transportation and Logistics Fund-Reg(G),2022-10-28,46979,15.77,2.18,3.54,0.88,17.21,39.24,0.99,0.14,0.22,0.88,0.07,0.16,2,2,2,2,3,2,Nifty Transportation & Logistics - TRI,ICICI Pru Transportation and Logistics Fund-Reg(G),16.33,2.11,3.38,0.92,17.04,38.65,5
SBI Healthcare Opp Fund-Reg(G),1999-07-14,2813,11.58,3.51,6.22,0.39,33.04,104.1,0.73,0.22,0.39,0.39,0.13,0.41,1,5,5,2,8,3,BSE Health Care - TRI,SBI Healthcare Opp Fund-Reg(G),12.89,3.33,6.06,0.45,33.8,97.39,13
HDFC Asset Allocator FoF-Reg(G),2021-05-05,45488,6.8,2.77,4.1,1.3,13.78,14.46,0.43,0.17,0.26,1.3,0.05,0.06,23,14,21,29,29,29,NIFTY 50 Hybrid Composite Debt 65:35 Index,HDFC Asset Allocator FoF-Reg(G),9.35,2.39,3.9,1.27,14.96,16.81,53
HDFC Hybrid Debt Fund(G),2003-12-26,1298,4.04,2.86,4.08,0.96,7.79,12.07,0.25,0.18,0.26,0.96,0.03,0.05,16,7,11,14,6,10,NIFTY 50 Hybrid Composite Debt 15:85 Index,HDFC Hybrid Debt Fund(G),3.55,2.72,4.23,0.82,6.28,12.7,19
ICICI Pru US Bluechip Equity Fund(G),2012-07-06,15655,12.85,2.17,4.11,0.12,25.75,227.48,0.81,0.14,0.26,0.12,0.1,0.9,3,3,2,1,5,2,S&P 500 ,ICICI Pru US Bluechip Equity Fund(G),16.26,1.86,3.22,0.25,23.07,155.76,8
Tata Ethical Fund-Reg(G),1996-05-24,3283,12.34,2.01,3.2,0.73,10.48,33.94,0.78,0.13,0.2,0.73,0.04,0.13,12,28,21,8,34,27,Nifty500 Shariah - TRI,Tata Ethical Fund-Reg(G),15.92,2.07,3.1,0.93,13.57,34.29,53
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund(G),2022-03-29,46532,0.57,7.39,15.36,0.2,3.45,21.09,0.04,0.47,0.97,0.2,0.01,0.08,2,1,8,5,21,5,Nifty AAA CPSE Bond Plus SDL Apr 2027 60:40 Index,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund(G),1.16,4.71,10.28,0.48,2.9,12.91,52
ICICI Pru Regular Savings Fund(G),2004-03-30,1615,2.91,3.62,5.78,0.6,8.16,17.54,0.18,0.23,0.36,0.6,0.03,0.07,3,2,1,4,3,3,NIFTY 50 Hybrid Composite Debt 15:85 Index,ICICI Pru Regular Savings Fund(G),3.55,2.72,4.23,0.82,6.28,12.7,19
DSP Dynamic Asset Allocation Fund-Reg(G),2014-02-06,25872,5.99,2.68,3.87,1.12,11.72,14.31,0.38,0.17,0.24,1.12,0.05,0.06,2,3,4,5,16,5,CRISIL Hybrid 50+50 - Moderate Index,DSP Dynamic Asset Allocation Fund-Reg(G),8.71,2.13,3.13,1.52,12.42,12.87,28
SBI Dynamic Bond Fund-Reg(G),2004-01-13,2805,2.08,2.54,4.38,1.1,1.03,4.84,0.13,0.16,0.28,1.1,0.0,0.02,14,16,16,15,14,15,CRISIL Dynamic Bond Index,SBI Dynamic Bond Fund-Reg(G),1.84,3.3,6.1,0.93,1.59,13.86,22
Invesco India Focused Fund-Reg(G),2020-09-29,45058,16.11,3.03,4.65,0.91,30.9,53.42,1.01,0.19,0.29,0.91,0.12,0.21,34,1,1,16,1,1,BSE 500 - TRI,Invesco India Focused Fund-Reg(G),14.68,2.02,2.98,0.94,11.13,31.53,45
UTI MNC Fund-Reg(G),1998-10-14,3634,11.36,1.98,3.11,0.59,10.86,38.0,0.72,0.12,0.2,0.59,0.04,0.15,3,3,3,3,3,3,NIFTY MNC - TRI,UTI MNC Fund-Reg(G),11.16,1.71,2.68,0.57,8.16,33.4,5
HDFC Business Cycle Fund-Reg(G),2022-11-30,46445,13.44,1.75,2.56,0.92,5.49,25.55,0.85,0.11,0.16,0.92,0.02,0.1,19,44,43,26,49,48,NIFTY 500 - TRI,HDFC Business Cycle Fund-Reg(G),15.92,2.07,3.1,0.93,13.57,34.29,53
UTI MEPUS,2003-03-28,3617,12.02,1.84,2.87,0.86,5.32,25.8,0.76,0.12,0.18,0.86,0.02,0.1,3,39,31,19,50,50,BSE 100 - TRI,UTI MEPUS,14.61,1.97,2.91,0.91,10.82,31.54,59
SBI Nifty Next 50 ETF,2015-03-20,30248,19.69,2.32,3.36,1.14,24.12,40.04,1.24,0.15,0.21,1.14,0.1,0.16,119,27,45,120,17,37,NIFTY NEXT 50 - TRI,SBI Nifty Next 50 ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Kotak NASDAQ 100 FoF-Reg(G),2021-02-02,45260,17.84,2.22,3.74,1.08,35.2,36.89,1.12,0.14,0.24,1.08,0.14,0.15,40,11,16,22,7,14,Nasdaq-100 - TRI,Kotak NASDAQ 100 FoF-Reg(G),16.21,1.74,3.0,1.48,21.41,18.29,57
Tata Flexi Cap Fund-Reg(G),2018-09-06,39283,12.73,1.89,2.72,0.83,7.86,29.11,0.8,0.12,0.17,0.83,0.03,0.12,7,26,27,7,29,29,NIFTY 500 - TRI,Tata Flexi Cap Fund-Reg(G),14.68,2.02,2.98,0.94,11.13,31.53,45
SBI Consumption Opp Fund-Reg(G),2013-01-01,19166,11.67,2.37,3.96,0.56,16.81,49.27,0.74,0.15,0.25,0.56,0.07,0.2,4,8,9,4,5,2,Nifty India Consumption - TRI,SBI Consumption Opp Fund-Reg(G),12.34,2.26,3.83,0.65,15.18,42.93,15
DSP Healthcare Fund-Reg(G),2018-11-30,36002,11.85,3.6,6.61,0.36,36.21,117.38,0.75,0.23,0.42,0.36,0.14,0.47,3,3,3,1,4,1,BSE Health Care - TRI,DSP Healthcare Fund-Reg(G),12.89,3.33,6.06,0.45,33.8,97.39,13
Bandhan G-Sec-Invest-Reg(G),2008-12-05,7483,3.43,2.35,4.15,1.8,1.03,4.46,0.22,0.15,0.26,1.8,0.0,0.02,35,31,30,35,23,31,CRISIL Dynamic Gilt Index,Bandhan G-Sec-Invest-Reg(G),1.92,3.29,6.51,0.98,1.67,6.84,35
UTI Balanced Advantage Fund-Reg(G),2023-08-10,48102,6.61,2.35,3.75,1.2,10.89,12.95,0.42,0.15,0.24,1.2,0.04,0.05,5,8,6,7,19,13,NIFTY 50 Hybrid Composite Debt 50:50 Index,UTI Balanced Advantage Fund-Reg(G),8.71,2.13,3.13,1.52,12.42,12.87,28
Invesco India ELSS Tax Saver Fund(G),2006-12-29,2270,14.01,2.22,3.22,0.9,13.61,34.8,0.88,0.14,0.2,0.9,0.05,0.14,26,13,15,28,17,15,BSE 500 - TRI,Invesco India ELSS Tax Saver Fund(G),14.61,1.97,2.91,0.91,10.82,31.54,59
SBI Nifty 10 yr Benchmark G-Sec ETF,2016-06-10,32455,2.2,2.75,5.14,1.18,1.44,5.09,0.14,0.17,0.32,1.18,0.01,0.02,20,19,18,20,14,16,Nifty 10 yr Benchmark G-Sec,SBI Nifty 10 yr Benchmark G-Sec ETF,0.92,5.17,9.33,0.42,2.31,-21.69,20
ICICI Pru BSE Liquid Rate ETF,2018-09-25,35122,0.13,8.21,10.63,0.0,1.11,-327.9,0.01,0.52,0.67,0.0,0.0,-1.3,5,3,5,1,15,18,BSE Liquid Rate Index,ICICI Pru BSE Liquid Rate ETF,0.92,5.17,9.33,0.42,2.31,-21.69,20
ICICI Pru Nifty Bank ETF,2019-07-10,32451,17.2,0.96,1.44,1.11,-4.71,14.87,1.08,0.06,0.09,1.11,-0.02,0.06,89,129,127,111,129,128,NIFTY BANK - TRI,ICICI Pru Nifty Bank ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
Quant Multi Asset Fund(G),2001-03-20,869,13.45,2.49,3.84,1.76,26.71,19.03,0.85,0.16,0.24,1.76,0.11,0.08,16,7,7,14,1,6,BSE 200 - TRI,Quant Multi Asset Fund(G),8.9,2.41,3.7,1.49,15.76,0.39,17
Tata Business Cycle Fund-Reg(G),2021-08-04,45373,15.08,2.08,2.91,0.98,12.15,32.0,0.95,0.13,0.18,0.98,0.05,0.13,28,22,30,36,33,33,NIFTY 500 - TRI,Tata Business Cycle Fund-Reg(G),15.92,2.07,3.1,0.93,13.57,34.29,53
ICICI Pru Bond Fund(G),2008-08-18,6197,1.67,3.07,5.39,0.88,1.66,5.82,0.11,0.19,0.34,0.88,0.01,0.02,43,43,43,44,44,44,CRISIL Medium to Long Term Debt Index,ICICI Pru Bond Fund(G),1.16,4.71,10.28,0.48,2.9,12.91,52
UTI Focused Fund-Reg(G),2021-08-25,45685,12.52,2.12,3.33,0.84,10.05,31.58,0.79,0.13,0.21,0.84,0.04,0.13,4,16,12,8,25,21,NIFTY 500 - TRI,UTI Focused Fund-Reg(G),14.68,2.02,2.98,0.94,11.13,31.53,45
Bandhan Dynamic Bond Fund-Reg(G),2008-12-01,7455,3.41,2.19,3.85,1.79,0.5,4.18,0.21,0.14,0.24,1.79,0.0,0.02,22,21,20,22,20,22,NIFTY Composite Debt Index,Bandhan Dynamic Bond Fund-Reg(G),1.84,3.3,6.1,0.93,1.59,13.86,22
Franklin Build India Fund(G),2009-09-04,7864,19.04,2.15,2.96,1.13,18.8,36.24,1.2,0.14,0.19,1.13,0.07,0.14,8,7,7,11,7,9,BSE India Infrastructure Index - TRI,Franklin Build India Fund(G),19.36,2.03,2.84,1.1,17.6,35.7,19
ICICI Pru Bharat Consumption Fund(G),2019-04-12,41946,10.19,2.6,4.53,0.55,15.65,47.98,0.64,0.16,0.29,0.55,0.06,0.19,1,1,1,2,10,5,Nifty India Consumption - TRI,ICICI Pru Bharat Consumption Fund(G),12.34,2.26,3.83,0.65,15.18,42.93,15
Kotak Debt Hybrid Fund(G),2003-12-02,2051,4.93,2.67,3.9,1.33,7.91,9.88,0.31,0.17,0.25,1.33,0.03,0.04,19,10,13,19,5,14,CRISIL Hybrid 85+15 - Conservative Index,Kotak Debt Hybrid Fund(G),3.55,2.72,4.23,0.82,6.28,12.7,19
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Reg(G),2022-02-11,46390,1.98,3.16,6.53,0.74,3.35,8.49,0.12,0.2,0.41,0.74,0.01,0.03,10,10,6,3,3,3,Nifty SDL Apr 2032 Top 12 Equal Weight Index,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Reg(G),2.35,3.06,5.79,1.2,2.35,6.34,20
SBI Magnum Childrens Benefit Fund-Investment Plan-Reg(G),2020-09-29,34199,11.92,2.6,4.23,1.5,25.23,20.64,0.75,0.16,0.27,1.5,0.1,0.08,26,8,6,16,2,2,CRISIL Hybrid 35+65 - Aggressive Index,SBI Magnum Childrens Benefit Fund-Investment Plan-Reg(G),9.32,2.27,3.54,1.66,13.4,12.58,39
SBI Retirement Benefit Fund-Aggressive Plan-Reg(G),2021-02-10,30398,12.37,1.71,2.56,2.06,13.31,10.28,0.78,0.11,0.16,2.06,0.05,0.04,28,36,36,33,19,29,BSE 500 - TRI,SBI Retirement Benefit Fund-Aggressive Plan-Reg(G),9.32,2.27,3.54,1.66,13.4,12.58,39
Tata ST Bond Fund-Reg(G),2002-08-08,3286,0.68,5.33,11.35,0.34,2.27,10.68,0.04,0.34,0.72,0.34,0.01,0.04,13,16,15,18,19,21,CRISIL Short Duration Debt Index,Tata ST Bond Fund-Reg(G),0.67,5.37,11.21,0.28,2.31,-328.36,25
DSP Short Term Fund-Reg(G),2002-09-09,729,0.64,5.85,12.13,0.32,2.52,11.89,0.04,0.37,0.76,0.32,0.01,0.05,6,8,8,14,17,11,CRISIL Short Duration Debt Index,DSP Short Term Fund-Reg(G),0.67,5.37,11.21,0.28,2.31,-328.36,25
Canara Rob Liquid Fund-Reg(G),2008-07-15,5926,0.07,11.34,5.46,0.0,0.78,-375.96,0.0,0.71,0.34,0.0,0.0,-1.49,15,8,25,16,14,22,CRISIL Liquid Debt Index,Canara Rob Liquid Fund-Reg(G),0.09,10.74,6.95,0.0,0.91,-386.2,37
Kotak Business Cycle Fund-Reg(G),2022-09-28,46472,13.21,2.28,3.44,0.86,13.28,35.18,0.83,0.14,0.22,0.86,0.05,0.14,18,14,15,19,28,20,NIFTY 500 - TRI,Kotak Business Cycle Fund-Reg(G),15.92,2.07,3.1,0.93,13.57,34.29,53
Aditya Birla SL Nifty 50 ETF,2011-07-21,12811,13.51,1.7,2.6,0.99,3.43,23.03,0.85,0.11,0.16,0.99,0.01,0.09,46,84,94,78,105,89,NIFTY 50 - TRI,Aditya Birla SL Nifty 50 ETF,16.6,1.82,2.93,1.1,11.73,34.92,141
