MF Code,schemecode,fund_house,returns_1month,returns_3month,returns_6month,returns_1year,index_name,returns_3year,returns_5year,returns_10year,ytd_returns,rank_ytd,rank_1month,rank_3month,rank_6month,rank_1year,rank_3year,rank_5year,rank_10year,s_name,classification,funds_num_ytd,funds_num_month1,funds_num_month3,funds_num_month6,funds_num_year1,funds_num_year3,funds_num_year5,funds_num_year10,ytd_avg,avg_month1,avg_month3,avg_month6,avg_year1,avg_year3,avg_year5,avg_year10,monthret_1,monthret_3,monthret_6,yrret_1,yrret_3,yrret_5,yrret_10,ytdret
Kotak Overnight Fund-Reg(G),41944,Kotak Mahindra Mutual Fund,0.53,1.6,3.3,6.69,Nifty 1D Rate Index,5.18,4.65,,2.35,18,11,19,23,19,20,10,,Kotak Overnight Fund-Reg(G),Debt : Overnight,35,35,35,35,32,27,15,3,2.35,0.52,1.6,3.3,6.69,5.19,4.67,5.75,0.54,1.63,3.37,6.85,5.35,4.82,,6.68
ICICI Pru Innovation Fund-Reg(G),47918,ICICI Prudential Mutual Fund,0.59,6.59,28.86,52.23,NIFTY 500 - TRI,,,,14.93,12,7,8,12,8,,,,ICICI Pru Innovation Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,,,,,,,,
Axis India Manufacturing Fund-Reg(G),48253,Axis Mutual Fund,0.93,10.22,,,Nifty India Manufacturing - TRI,,,,18.12,6,5,2,,,,,,Axis India Manufacturing Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,,,,,,,,
SBI Multi Asset Allocation Fund-Reg(G),2796,SBI Mutual Fund,-0.18,3.78,14.59,26.71,S&P BSE 500 - TRI,14.84,14.53,11.5,5.83,12,4,11,10,6,7,6,4,SBI Multi Asset Allocation Fund-Reg(G),Hybrid : Multi Asset Allocation,17,24,20,17,12,10,7,7,7.17,-0.76,3.85,14.99,26.35,15.9,17.33,12.85,-2.04,2.73,18.88,33.21,18.54,18.57,12.44,15.0
ICICI Pru Gold ETF,12328,ICICI Prudential Mutual Fund,0.24,13.74,18.37,15.35,Gold-India,13.45,16.51,8.77,12.68,22,6,20,2,9,3,7,8,ICICI Pru Gold ETF,Gold : ETFs,25,28,27,23,21,11,11,11,14.59,-0.14,14.72,17.4,12.18,13.41,16.58,8.82,,,,,,,,
HSBC Banking and PSU Debt Fund-Reg(G),916,HSBC Mutual Fund,0.48,1.66,3.49,6.24,NIFTY Banking and PSU Debt Index,4.22,6.29,6.84,2.49,26,13,11,22,20,22,13,12,HSBC Banking and PSU Debt Fund-Reg(G),Debt : Banking & PSU,27,27,27,26,26,22,16,15,2.61,0.48,1.63,3.61,6.45,5.03,6.68,7.22,,,,,,,,
Motilal Oswal Nasdaq 100 FOF-Reg(G),41322,Motilal Oswal Mutual Fund,-1.23,1.68,17.68,38.38,Nasdaq-100,13.05,21.97,,7.76,22,44,48,27,14,2,1,,Motilal Oswal Nasdaq 100 FOF-Reg(G),FoFs : Overseas,57,58,57,57,56,36,26,22,6.02,0.16,5.36,16.01,20.93,2.72,9.38,6.4,-0.31,0.84,19.26,37.21,9.68,19.0,17.38,27.05
SBI Gold ETF,7741,SBI Mutual Fund,0.23,13.75,17.77,15.33,Gold-India,13.32,16.6,8.87,15.27,5,7,18,13,11,9,6,4,SBI Gold ETF,Gold : ETFs,25,28,27,23,21,11,11,11,14.59,-0.14,14.72,17.4,12.18,13.41,16.58,8.82,,,,,,,,
Sundaram Aggressive Hybrid Fund(G),2321,Sundaram Mutual Fund,-1.45,2.64,13.14,23.88,CRISIL Hybrid 35+65 - Aggressive Index,14.07,13.41,13.55,5.46,18,49,22,17,19,14,18,8,Sundaram Aggressive Hybrid Fund(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,,,,,,,,
Nippon India Dynamic Bond Fund(G),2656,Nippon India Mutual Fund,0.3,1.4,4.26,6.08,NIFTY Composite Debt Index,4.89,6.45,7.22,2.98,8,21,9,5,16,10,10,10,Nippon India Dynamic Bond Fund(G),Debt : Dynamic Bond,22,22,22,22,22,21,21,18,2.85,0.51,1.26,4.04,6.27,5.17,6.41,7.3,,,,,,,,
Nippon India Vision Fund(G),2669,Nippon India Mutual Fund,-1.14,5.27,23.9,41.78,NIFTY LargeMidcap 250 - TRI,21.93,19.22,14.84,9.21,10,17,6,3,7,8,13,15,Nippon India Vision Fund(G),Equity : Large & Mid Cap,27,29,27,26,26,26,22,18,8.15,-1.05,3.59,19.73,37.92,20.41,19.49,16.87,,,,,,,,
Bandhan Money Manager Fund-Reg(G),1052,Bandhan Mutual Fund,0.52,1.82,3.45,6.78,Nifty Money Market Index,5.03,5.07,6.19,2.57,20,20,19,20,19,17,14,12,Bandhan Money Manager Fund-Reg(G),Debt : Money Market,22,22,22,22,21,17,14,13,2.71,0.55,1.91,3.66,7.21,5.55,5.77,6.7,,,,,,,,
Edelweiss Liquid Fund-Reg(G),6688,Edelweiss Mutual Fund,0.56,1.85,3.65,7.16,CRISIL Liquid Debt Index,5.42,5.09,6.27,2.65,14,1,7,20,26,28,24,25,Edelweiss Liquid Fund-Reg(G),Debt : Liquid,37,37,37,37,36,35,34,29,2.61,0.54,1.81,3.61,7.14,5.47,5.08,6.32,,,,,,,,
BHARAT Bond FOF - April 2031 -Reg(G),45013,Edelweiss Mutual Fund,0.43,1.64,4.64,6.71,NIFTY BHARAT Bond Index - April 2031,5.56,,,2.81,43,10,38,44,45,32,,,BHARAT Bond FOF - April 2031 -Reg(G),FoFs : Domestic,53,56,55,53,53,37,25,22,6.12,-0.63,4.24,13.26,21.44,13.55,12.86,11.18,,,,,,,,
Invesco India Midcap Fund(G),2259,Invesco Mutual Fund,0.08,3.25,20.8,43.8,S&P BSE 150 MidCap - TRI,23.72,23.22,20.04,11.03,7,12,16,9,20,8,12,9,Invesco India Midcap Fund(G),Equity : Mid Cap,30,30,30,30,30,25,22,20,9.15,-0.19,4.03,20.09,45.99,23.47,23.27,19.62,-0.64,2.9,22.52,52.44,25.93,26.27,15.27,25.46
DSP Savings Fund-Reg(G),695,DSP Mutual Fund,0.54,1.89,3.68,7.24,CRISIL Money Market Index,5.36,5.65,6.34,2.68,14,14,14,13,10,11,9,11,DSP Savings Fund-Reg(G),Debt : Money Market,22,22,22,22,21,17,14,13,2.71,0.55,1.91,3.66,7.21,5.55,5.77,6.7,,,,,,,,
Aditya Birla SL Digital India Fund(G),482,Aditya Birla Sun Life Mutual Fund,-5.3,-10.27,6.06,26.9,S&P BSE TECk Index - TRI,13.68,22.95,19.09,-5.56,7,9,7,7,4,5,2,1,Aditya Birla SL Digital India Fund(G),Equity : Sectoral - Technology,7,9,7,7,5,5,5,4,0.94,-3.66,-5.84,13.46,32.47,15.02,22.52,18.33,-3.83,-7.45,11.96,25.87,11.13,17.54,13.71,-4.86
UTI Childrens Hybrid Fund,3449,UTI Mutual Fund,-0.08,1.84,7.54,14.07,CRISIL Short Term Debt Hybrid 60+40 Index,9.87,9.73,9.97,2.72,25,8,25,31,28,24,21,10,UTI Childrens Hybrid Fund,Hybrid : Solution Oriented,40,40,40,39,38,37,29,13,4.16,-0.87,2.31,11.62,22.6,13.01,12.24,12.22,,,,,,,,
HSBC Flexi Cap Fund-Reg(G),1441,HSBC Mutual Fund,-1.96,2.89,20.3,38.05,NIFTY 500 - TRI,19.59,17.41,14.61,8.91,15,32,26,15,11,9,12,14,HSBC Flexi Cap Fund-Reg(G),Equity : Flexi Cap,46,47,47,45,41,29,26,19,7.05,-1.34,3.22,18.38,34.82,18.28,17.63,15.92,,,,,,,,
Bandhan Core Equity Fund-Reg(G),2858,Bandhan Mutual Fund,-0.71,3.94,25.24,50.47,NIFTY LargeMidcap 250 - TRI,24.45,21.04,16.4,11.04,5,8,11,2,2,5,5,9,Bandhan Core Equity Fund-Reg(G),Equity : Large & Mid Cap,27,29,27,26,26,26,22,18,8.15,-1.05,3.59,19.73,37.92,20.41,19.49,16.87,,,,,,,,
UTI Retirement Fund,3650,UTI Mutual Fund,-0.35,2.36,9.67,17.66,CRISIL Short Term Debt Hybrid 60+40 Index,12.3,11.03,10.21,4.37,13,13,15,24,22,17,19,9,UTI Retirement Fund,Hybrid : Solution Oriented,40,40,40,39,38,37,29,13,4.16,-0.87,2.31,11.62,22.6,13.01,12.24,12.22,,,,,,,,
DSP Arbitrage Fund-Reg(G),30760,DSP Mutual Fund,0.48,1.8,3.72,7.54,Nifty 50 Arbitrage,5.43,5.09,,2.88,13,6,8,16,14,14,13,,DSP Arbitrage Fund-Reg(G),Hybrid : Arbitrage,26,26,26,26,24,24,21,10,2.84,0.45,1.74,3.68,7.43,5.32,5.01,5.86,0.34,1.65,3.8,8.03,5.78,5.05,,7.49
BHARAT Bond ETF FOF - April 2032 -Reg(G),46128,Edelweiss Mutual Fund,0.02,1.07,4.14,6.24,NIFTY BHARAT Bond Index - April 2032,,,,2.59,48,18,52,46,52,,,,BHARAT Bond ETF FOF - April 2032 -Reg(G),FoFs : Domestic,53,56,55,53,53,37,25,22,6.12,-0.63,4.24,13.26,21.44,13.55,12.86,11.18,,,,,,,,
SBI Nifty Bank ETF,30043,SBI Mutual Fund,-2.57,4.0,8.6,10.66,NIFTY BANK - TRI,13.49,10.49,,-1.5,123,88,42,122,119,63,53,,SBI Nifty Bank ETF,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
Nippon India ETF Nifty Next 50 Junior BeES,2273,Nippon India Mutual Fund,0.98,10.47,39.0,57.94,NIFTY NEXT 50 - TRI,21.62,19.69,17.06,19.95,13,21,13,13,20,20,14,3,Nippon India ETF Nifty Next 50 Junior BeES,Equity : ETFs,141,149,145,141,129,76,56,23,5.93,-1.65,2.08,18.87,34.31,17.92,16.84,13.52,,,,,,,,
Aditya Birla SL Nifty SDL Apr 2027 Index Fund-Reg(G),46112,Aditya Birla Sun Life Mutual Fund,0.55,1.72,3.91,6.52,Nifty SDL Apr 2027 Index,,,,2.65,20,13,13,24,16,,,,Aditya Birla SL Nifty SDL Apr 2027 Index Fund-Reg(G),Debt : Medium to Long Duration,52,52,52,52,52,11,11,11,2.59,0.52,1.56,3.93,6.34,4.88,5.91,6.76,,,,,,,,
Tata ELSS Tax Saver Fund-Reg(G),31025,Tata Mutual Fund,-2.28,1.13,14.37,28.2,NIFTY 500 - TRI,17.4,16.64,,2.9,44,51,44,43,46,38,38,,Tata ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,,,,,,,,
HDFC Medium Term Debt Fund(G),1278,HDFC Mutual Fund,0.46,1.54,3.64,6.45,NIFTY Medium Duration Debt Index,5.24,6.71,7.35,2.65,12,26,21,18,20,8,5,5,HDFC Medium Term Debt Fund(G),Debt : Medium Duration,30,30,30,30,30,14,13,10,2.57,0.52,1.61,3.72,6.42,5.79,5.57,7.19,,,,,,,,
HDFC Equity Savings Fund(G),1309,HDFC Mutual Fund,-0.58,1.64,9.21,16.24,NIFTY 50 Equity Savings Index - TRI,11.44,10.56,9.78,4.3,26,28,40,34,37,30,34,17,HDFC Equity Savings Fund(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,,,,,,,,
Axis Arbitrage Fund-Reg(G),30097,Axis Mutual Fund,0.5,1.84,3.81,7.55,Nifty 50 Arbitrage,5.55,5.13,,2.99,3,2,2,5,13,6,12,,Axis Arbitrage Fund-Reg(G),Hybrid : Arbitrage,26,26,26,26,24,24,21,10,2.84,0.45,1.74,3.68,7.43,5.32,5.01,5.86,0.34,1.65,3.8,8.03,5.78,5.05,,7.49
Aditya Birla SL PSU Equity Fund-Reg(G),43788,Aditya Birla Sun Life Mutual Fund,-0.67,1.93,50.23,86.46,S&P BSE PSU - TRI,40.48,,,19.03,5,19,40,2,2,1,,,Aditya Birla SL PSU Equity Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,0.74,6.26,53.92,95.25,44.98,26.74,1.57,69.51
DSP Low Duration Fund-Reg(G),17625,DSP Mutual Fund,0.56,1.87,3.55,6.94,NIFTY Low Duration Debt Index,5.3,5.91,,2.63,8,2,6,9,8,7,7,,DSP Low Duration Fund-Reg(G),Debt : Low Duration,20,20,20,20,20,20,20,18,2.63,0.54,1.84,3.54,6.94,5.35,5.41,6.6,,,,,,,,
Kotak Gold ETF,2050,Kotak Mahindra Mutual Fund,0.26,13.75,18.35,15.34,Gold-India,13.41,16.63,8.91,12.93,21,5,19,3,10,4,5,2,Kotak Gold ETF,Gold : ETFs,25,28,27,23,21,11,11,11,14.59,-0.14,14.72,17.4,12.18,13.41,16.58,8.82,,,,,,,,
Motilal Oswal Large & Midcap Fund-Reg(G),42803,Motilal Oswal Mutual Fund,-0.26,5.63,21.85,47.93,NIFTY LargeMidcap 250 - TRI,25.13,,,10.92,6,5,3,6,3,4,,,Motilal Oswal Large & Midcap Fund-Reg(G),Equity : Large & Mid Cap,27,29,27,26,26,26,22,18,8.15,-1.05,3.59,19.73,37.92,20.41,19.49,16.87,,,,,,,,
Mahindra Manulife Small Cap Fund-Reg(G),37922,Mahindra Mutual Fund,0.11,2.59,23.43,64.48,S&P BSE 250 Small Cap - TRI,,,,10.32,4,8,8,4,2,,,,Mahindra Manulife Small Cap Fund-Reg(G),Equity : Small Cap,27,27,27,26,24,22,19,11,6.04,-0.42,1.29,15.8,44.82,26.07,26.68,21.23,-2.01,0.55,19.68,53.2,26.38,24.33,9.19,17.4
Invesco India Smallcap Fund-Reg(G),40339,Invesco Mutual Fund,-0.66,0.7,16.67,49.44,S&P BSE 250 Small Cap - TRI,28.25,26.87,,7.23,11,17,18,10,7,7,8,,Invesco India Smallcap Fund-Reg(G),Equity : Small Cap,27,27,27,26,24,22,19,11,6.04,-0.42,1.29,15.8,44.82,26.07,26.68,21.23,-2.01,0.55,19.68,53.2,26.38,24.33,9.19,17.4
Bandhan Ultra Short Term Fund-Reg(G),40482,Bandhan Mutual Fund,0.57,1.91,3.65,7.19,NIFTY Ultra Short Duration Debt Index,5.42,5.62,,2.71,6,5,6,6,4,10,7,,Bandhan Ultra Short Term Fund-Reg(G),Debt : Ultra Short Duration,24,24,24,24,24,24,18,13,2.59,0.54,1.81,3.47,6.84,5.28,5.41,6.41,,,,,,,,
HSBC ELSS Tax saver Fund-Reg(G),927,HSBC Mutual Fund,-0.52,6.11,22.18,36.87,NIFTY 500 - TRI,18.1,16.66,15.14,11.19,11,14,6,9,25,32,37,15,HSBC ELSS Tax saver Fund-Reg(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,,,,,,,,
ICICI Pru Manufacturing Fund(G),32077,ICICI Prudential Mutual Fund,-0.03,6.91,32.03,58.25,Nifty India Manufacturing - TRI,29.11,25.15,,14.94,11,11,6,8,6,5,2,,ICICI Pru Manufacturing Fund(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,,,,,,,,
NJ Balanced Advantage Fund-Reg(G),45927,NJ Mutual Fund,-1.7,0.16,12.9,25.64,NIFTY 50 Hybrid Composite Debt 50:50 Index,,,,4.0,30,53,54,18,13,,,,NJ Balanced Advantage Fund-Reg(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,,,,,,,,
Kotak Floating Rate Fund-Reg(G),42597,Kotak Mahindra Mutual Fund,0.57,1.92,3.61,7.22,NIFTY Ultra Short Duration Debt Index,5.56,,,2.63,10,7,8,10,8,5,,,Kotak Floating Rate Fund-Reg(G),Debt : Floater,13,13,13,13,13,10,6,5,2.78,0.57,1.95,3.79,7.44,5.58,6.41,7.11,,,,,,,,
Invesco India Money Market Fund(G),7934,Invesco Mutual Fund,0.54,1.98,3.72,7.21,Nifty Money Market Index,5.28,5.42,6.66,2.8,9,13,9,10,12,14,13,9,Invesco India Money Market Fund(G),Debt : Money Market,22,22,22,22,21,17,14,13,2.71,0.55,1.91,3.66,7.21,5.55,5.77,6.7,,,,,,,,
ICICI Pru Pharma Healthcare & Diagnostics (P.H.D) Fund-(G),36398,ICICI Prudential Mutual Fund,-3.62,0.2,20.46,50.99,S&P BSE Health Care - TRI,15.52,24.52,,10.19,4,11,3,3,1,3,2,,ICICI Pru Pharma Healthcare & Diagnostics (P.H.D) Fund-(G),Equity : Sectoral - Pharma,14,16,16,13,11,9,8,3,9.29,-3.18,-1.07,18.71,45.87,13.67,22.93,15.18,-2.8,-0.6,20.28,49.81,12.88,21.09,15.3,27.3
DSP India T.I.G.E.R Fund-Reg(G),698,DSP Mutual Fund,3.29,11.75,38.22,68.69,S&P BSE India Infrastructure Index - TRI,36.27,26.93,19.41,18.83,3,1,1,3,4,3,5,5,DSP India T.I.G.E.R Fund-Reg(G),Equity : Sectoral - Infrastructure,19,19,19,19,19,19,19,18,15.39,-0.22,6.97,31.24,58.87,31.92,24.85,18.39,,,,,,,,
Baroda BNP Paribas Balanced Advantage Fund-Reg(G),38263,Baroda BNP Paribas Mutual Fund,-0.75,3.27,13.75,23.84,S&P BSE 200,13.78,15.42,,5.18,9,15,1,8,7,3,2,,Baroda BNP Paribas Balanced Advantage Fund-Reg(G),Hybrid : Dynamic Asset Allocation,30,32,30,28,26,20,17,10,4.74,-0.98,1.92,12.42,22.6,11.89,11.84,11.2,-2.22,2.83,18.42,29.38,16.24,16.49,10.9,14.02
UTI Small Cap Fund-Reg(G),44511,UTI Mutual Fund,-1.68,-2.67,7.93,32.86,Nifty Smallcap 250 - TRI,21.57,,,-0.23,27,25,27,24,23,21,,,UTI Small Cap Fund-Reg(G),Equity : Small Cap,27,27,27,26,24,22,19,11,6.04,-0.42,1.29,15.8,44.82,26.07,26.68,21.23,,,,,,,,
Tata Hybrid Equity Fund-Reg(G),3082,Tata Mutual Fund,-1.38,2.53,13.41,20.47,CRISIL Hybrid 35+65 - Aggressive Index,14.68,13.58,13.01,4.94,21,45,25,16,26,13,15,11,Tata Hybrid Equity Fund-Reg(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,,,,,,,,
ICICI Pru Dividend Yield Equity Fund(G),17588,ICICI Prudential Mutual Fund,-1.29,3.93,26.91,49.5,NIFTY 500 - TRI,29.42,22.43,,11.72,3,6,2,2,1,1,2,,ICICI Pru Dividend Yield Equity Fund(G),Equity : Thematic - Dividend Yield,9,9,9,9,9,7,6,4,8.55,-1.21,2.25,22.83,40.97,23.44,20.7,15.88,,,,,,,,
UTI Dividend Yield Fund-Reg(G),3454,UTI Mutual Fund,-0.21,3.43,22.43,40.03,NIFTY 500 - TRI,19.0,18.46,14.73,7.53,4,2,4,4,6,7,6,4,UTI Dividend Yield Fund-Reg(G),Equity : Thematic - Dividend Yield,9,9,9,9,9,7,6,4,8.55,-1.21,2.25,22.83,40.97,23.44,20.7,15.88,,,,,,,,
DSP Top 100 Equity Fund-Reg(G),748,DSP Mutual Fund,-0.92,5.01,17.59,31.82,S&P BSE 100 - TRI,15.66,14.58,12.5,7.03,13,4,2,18,13,19,22,26,DSP Top 100 Equity Fund-Reg(G),Equity : Large Cap,36,37,37,36,36,33,31,28,6.15,-2.22,2.89,17.95,30.27,16.32,15.89,14.24,-2.29,2.67,16.87,26.66,16.86,16.86,12.13,11.52
Aditya Birla SL MNC Fund-Reg(G),425,Aditya Birla Sun Life Mutual Fund,1.39,2.62,13.04,31.9,NIFTY MNC - TRI,9.63,10.1,14.78,5.88,3,2,4,3,1,4,3,3,Aditya Birla SL MNC Fund-Reg(G),Equity : Thematic - MNC,5,5,5,5,5,4,3,3,4.58,0.35,2.08,10.96,26.06,13.47,13.26,15.01,,,,,,,,
HSBC Short Duration Fund-Reg(G),15772,HSBC Mutual Fund,0.49,1.54,3.45,6.27,Nifty Short Duration Debt Index,4.59,6.1,6.94,2.37,20,16,20,17,16,18,11,11,HSBC Short Duration Fund-Reg(G),Debt : Short Duration,26,27,26,26,26,22,21,19,2.36,0.48,1.55,3.4,6.26,5.4,5.86,6.85,,,,,,,,
Tata Mid Cap Growth Fund-Reg(G),3237,Tata Mutual Fund,-0.27,5.5,19.81,49.49,Nifty Midcap 150 - TRI,23.54,23.31,20.39,9.68,11,16,8,14,10,10,11,5,Tata Mid Cap Growth Fund-Reg(G),Equity : Mid Cap,30,30,30,30,30,25,22,20,9.15,-0.19,4.03,20.09,45.99,23.47,23.27,19.62,,,,,,,,
Canara Rob Liquid Fund-Reg(G),5926,Canara Robeco Mutual Fund,0.55,1.85,3.68,7.27,CRISIL Liquid Debt Index,5.56,5.04,6.3,2.66,6,7,8,5,3,6,25,23,Canara Rob Liquid Fund-Reg(G),Debt : Liquid,37,37,37,37,36,35,34,29,2.61,0.54,1.81,3.61,7.14,5.47,5.08,6.32,,,,,,,,
UTI ELSS Tax Saver Fund-Reg(G),3462,UTI Mutual Fund,-0.88,2.77,13.24,27.6,NIFTY 500 - TRI,14.48,16.54,14.08,2.75,45,21,33,44,47,53,39,22,UTI ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,,,,,,,,
SBI Technology Opp Fund-Reg(G),19247,SBI Mutual Fund,-3.64,-7.31,9.62,22.53,S&P BSE TECk Index - TRI,14.83,21.32,17.57,-0.61,4,6,5,6,5,3,5,4,SBI Technology Opp Fund-Reg(G),Equity : Sectoral - Technology,7,9,7,7,5,5,5,4,0.94,-3.66,-5.84,13.46,32.47,15.02,22.52,18.33,-3.83,-7.45,11.96,25.87,11.13,17.54,13.71,-4.86
UTI Corporate Bond Fund-Reg(G),39515,UTI Mutual Fund,0.5,1.61,3.62,6.7,NIFTY Corporate Bond Index,5.1,7.07,,2.58,12,11,16,12,6,7,5,,UTI Corporate Bond Fund-Reg(G),Debt : Corporate Bond,21,21,21,21,21,19,18,12,2.61,0.49,1.66,3.61,6.54,4.99,6.49,7.3,,,,,,,,
Nippon India Equity Hybrid Fund(G),2660,Nippon India Mutual Fund,-1.23,2.81,14.6,27.1,CRISIL Hybrid 35+65 - Aggressive Index,16.45,12.28,12.2,5.53,16,42,19,12,12,7,23,14,Nippon India Equity Hybrid Fund(G),Hybrid : Equity Oriented,56,56,56,56,55,53,48,24,4.63,-0.58,2.44,11.05,20.48,12.05,12.44,11.93,,,,,,,,
Mahindra Manulife Multi Cap Fund-Reg(G),36401,Mahindra Mutual Fund,-1.54,-1.08,20.32,44.65,Nifty500 Multicap 50:25:25 - TRI,23.16,23.62,,8.09,12,22,36,12,8,5,3,,Mahindra Manulife Multi Cap Fund-Reg(G),Equity : Multi Cap,37,38,38,37,33,23,16,13,6.78,-1.31,2.94,18.36,37.08,19.32,19.98,16.46,,,,,,,,
Invesco India Corporate Bond Fund(G),2158,Invesco Mutual Fund,0.49,1.64,3.69,6.61,NIFTY Corporate Bond Index,4.83,6.58,6.88,2.64,10,14,13,7,8,13,9,9,Invesco India Corporate Bond Fund(G),Debt : Corporate Bond,21,21,21,21,21,19,18,12,2.61,0.49,1.66,3.61,6.54,4.99,6.49,7.3,,,,,,,,
Franklin India Opportunities Fund(G),946,Franklin Templeton Mutual Fund,2.8,10.15,35.59,68.54,NIFTY 500 - TRI,28.31,24.23,18.88,17.95,8,1,3,5,4,7,4,1,Franklin India Opportunities Fund(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,,,,,,,,
WOC Flexi Cap Fund-Reg(G),46367,WhiteOak Capital Mutual Fund,-1.57,2.9,15.4,35.78,S&P BSE 500 - TRI,,,,5.13,31,27,25,31,13,,,,WOC Flexi Cap Fund-Reg(G),Equity : Flexi Cap,46,47,47,45,41,29,26,19,7.05,-1.34,3.22,18.38,34.82,18.28,17.63,15.92,-2.04,2.73,18.88,33.21,18.54,18.57,12.44,15.0
Sundaram Large Cap Fund-Reg(G),44397,Sundaram Mutual Fund,-2.85,1.55,13.54,24.4,NIFTY 100 - TRI,15.41,,,2.93,31,30,34,30,27,22,,,Sundaram Large Cap Fund-Reg(G),Equity : Large Cap,36,37,37,36,36,33,31,28,6.15,-2.22,2.89,17.95,30.27,16.32,15.89,14.24,,,,,,,,
Kotak Gilt Fund-PF&Trust(G),2040,Kotak Mahindra Mutual Fund,0.55,0.98,3.74,6.21,Nifty All Duration G-Sec Index,4.83,6.91,7.89,2.4,28,22,30,29,25,10,8,9,Kotak Gilt Fund-PF&Trust(G),Debt : Gilt,35,35,35,35,35,23,21,21,2.87,0.58,1.3,4.25,6.38,4.75,6.74,7.82,,,,,,,,
Motilal Oswal ELSS Tax Saver Fund-Reg(G),31189,Motilal Oswal Mutual Fund,0.73,7.68,27.06,52.42,NIFTY 500 - TRI,24.21,21.02,,14.36,1,3,2,4,3,12,18,,Motilal Oswal ELSS Tax Saver Fund-Reg(G),Equity : Tax Saving (ELSS),60,60,60,60,59,55,53,27,6.16,-1.15,2.62,17.34,34.5,20.33,19.44,15.78,,,,,,,,
ICICI Pru Regular Savings Fund(G),1615,ICICI Prudential Mutual Fund,-0.13,2.36,7.09,13.32,NIFTY 50 Hybrid Composite Debt 15:85 Index,9.27,9.6,10.25,3.73,5,16,2,7,5,6,4,1,ICICI Pru Regular Savings Fund(G),Hybrid : Debt Oriented (Conservative),19,19,19,19,19,18,18,18,3.16,0.02,1.7,6.46,11.45,8.31,8.17,8.37,,,,,,,,
Sundaram Services Fund-Reg(G),37849,Sundaram Mutual Fund,-3.14,0.2,9.67,27.38,Nifty Services Sector - TRI,20.16,20.94,,0.2,54,57,53,52,35,14,8,,Sundaram Services Fund-Reg(G),Equity : Thematic,56,60,56,53,44,31,14,8,9.35,-1.24,3.39,22.07,40.16,20.48,21.42,16.05,,,,,,,,
Franklin India Feeder - Franklin U.S. Opportunities Fund(G),16071,Franklin Templeton Mutual Fund,-0.37,1.62,24.9,39.3,Russell 3000 Growth Index,7.47,15.29,14.68,11.6,7,36,49,3,9,12,5,1,Franklin India Feeder - Franklin U.S. Opportunities Fund(G),FoFs : Overseas,57,58,57,57,56,36,26,22,6.02,0.16,5.36,16.01,20.93,2.72,9.38,6.4,,,,,,,,
HDFC Banking & Financial Services Fund-Reg(G),37759,HDFC Mutual Fund,-2.45,2.16,9.67,21.54,Nifty Financial Services - TRI,,,,0.58,13,11,7,11,8,,,,HDFC Banking & Financial Services Fund-Reg(G),Equity : Sectoral - Financial Services,18,20,20,17,15,12,11,8,2.13,-2.28,1.6,12.33,22.43,15.37,13.05,14.3,,,,,,,,
Edelweiss Small Cap Fund-Reg(G),40559,Edelweiss Mutual Fund,-0.89,0.95,13.98,41.04,Nifty Smallcap 250 - TRI,26.27,28.5,,3.86,19,19,16,17,13,10,4,,Edelweiss Small Cap Fund-Reg(G),Equity : Small Cap,27,27,27,26,24,22,19,11,6.04,-0.42,1.29,15.8,44.82,26.07,26.68,21.23,,,,,,,,
